match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,wicket_type,player_dismissed,legal_balls_bowled,legality,bowler_wicket,islegal,isDotforBatter,isOne,isTwo,isThree,isStrikeRotation,isFour,isSix,isBowlerWicket,is_striker_Out,is_nonstriker_Out,isWicket,total_runs,runs_scored,wickets_down,run_rate,last_fow,partnership_runs,isno,is_faced_by_batter,last_fow_run_rate,fours,sixes,striker_batting_position,non_striker_batting_position,runs_conceeded,isDotforbowler,legal_balls_remaining,target,runs_remaining,reqd_run_rate
M001,2025,2025-01-30,DC,1,11,LSG,DC,WG Jacks,Shubman Gill,MM Sharma,0,0,0,0,0,0,,,11,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,4.363636363636363,0.0,8.0,False,1,,0,0,2,1,0,1,,,,
M001,2025,2025-01-30,DC,1,12,LSG,DC,WG Jacks,Shubman Gill,MM Sharma,1,0,0,0,0,0,,,12,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,9,0,4.5,0.0,9.0,False,1,,0,0,2,1,1,0,,,,
M001,2025,2025-01-30,DC,1,13,LSG,DC,WG Jacks,Shubman Gill,AD Russell,0,1,0,0,0,1,,,13,True,False,1,1,0,0,0,0,0,0,0,0,0,0,1,10,0,4.615384615384615,0.0,10.0,False,1,,0,0,2,1,0,1,,,,
M001,2025,2025-01-30,DC,1,14,LSG,DC,Shubman Gill,WG Jacks,AD Russell,2,0,0,0,0,0,,,14,True,False,1,0,0,1,0,1,0,0,0,0,0,0,2,12,0,5.142857142857143,0.0,12.0,False,1,,0,0,1,2,2,0,,,,
M001,2025,2025-01-30,DC,1,15,LSG,DC,Shubman Gill,WG Jacks,AD Russell,2,0,0,0,0,0,,,15,True,False,1,0,0,1,0,1,0,0,0,0,0,0,2,14,0,5.6,0.0,14.0,False,1,,0,0,1,2,2,0,,,,
M001,2025,2025-01-30,DC,1,16,LSG,DC,Shubman Gill,WG Jacks,AD Russell,1,0,0,0,0,0,,,16,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,15,0,5.625,0.0,15.0,False,1,,0,0,1,2,1,0,,,,
M001,2025,2025-01-30,DC,1,17,LSG,DC,WG Jacks,Shubman Gill,AD Russell,4,0,0,0,0,0,,,17,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,19,0,6.705882352941177,0.0,19.0,False,1,,1,0,2,1,4,0,,,,
M001,2025,2025-01-30,DC,1,18,LSG,DC,WG Jacks,Shubman Gill,AD Russell,2,0,0,0,0,0,,,18,True,False,1,0,0,1,0,1,0,0,0,0,0,0,2,21,0,7.0,0.0,21.0,False,1,,1,0,2,1,2,0,,,,
M001,2025,2025-01-30,DC,1,19,LSG,DC,Shubman Gill,WG Jacks,PWH de Silva,1,0,0,0,0,0,,,19,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,22,0,6.947368421052632,0.0,22.0,False,1,,1,0,1,2,1,0,,,,
M001,2025,2025-01-30,DC,1,20,LSG,DC,WG Jacks,Shubman Gill,PWH de Silva,1,0,0,0,0,0,,,20,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,23,0,6.9,0.0,23.0,False,1,,1,0,2,1,1,0,,,,
M001,2025,2025-01-30,DC,1,21,LSG,DC,Shubman Gill,WG Jacks,PWH de Silva,1,0,0,0,0,0,,,21,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,24,0,6.857142857142857,0.0,24.0,False,1,,1,0,1,2,1,0,,,,
M001,2025,2025-01-30,DC,1,22,LSG,DC,WG Jacks,Shubman Gill,PWH de Silva,0,0,0,0,0,0,,,22,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,24,0,6.545454545454546,0.0,24.0,False,1,,1,0,2,1,0,1,,,,
M001,2025,2025-01-30,DC,1,23,LSG,DC,WG Jacks,Shubman Gill,PWH de Silva,0,0,0,0,0,0,,,23,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,24,0,6.260869565217392,0.0,24.0,False,1,,1,0,2,1,0,1,,,,
M001,2025,2025-01-30,DC,1,24,LSG,DC,WG Jacks,Shubman Gill,PWH de Silva,1,0,0,0,0,0,,,24,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,25,0,6.25,0.0,25.0,False,1,,1,0,2,1,1,0,,,,
M001,2025,2025-01-30,DC,1,25,LSG,DC,WG Jacks,Shubman Gill,AD Russell,1,0,0,0,0,0,,,25,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,26,0,6.24,0.0,26.0,False,1,,1,0,2,1,1,0,,,,
M001,2025,2025-01-30,DC,1,26,LSG,DC,Shubman Gill,WG Jacks,AD Russell,4,0,0,0,0,0,,,26,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,30,0,6.923076923076923,0.0,30.0,False,1,,2,0,1,2,4,0,,,,
M001,2025,2025-01-30,DC,1,27,LSG,DC,Shubman Gill,WG Jacks,AD Russell,1,0,0,0,0,0,,,27,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,31,0,6.888888888888889,0.0,31.0,False,1,,2,0,1,2,1,0,,,,
M001,2025,2025-01-30,DC,1,28,LSG,DC,WG Jacks,Shubman Gill,AD Russell,4,0,0,0,0,0,,,28,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,35,0,7.5,0.0,35.0,False,1,,3,0,2,1,4,0,,,,
M001,2025,2025-01-30,DC,1,29,LSG,DC,WG Jacks,Shubman Gill,AD Russell,1,0,0,0,0,0,,,29,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,36,0,7.448275862068965,0.0,36.0,False,1,,3,0,2,1,1,0,,,,
M001,2025,2025-01-30,DC,1,30,LSG,DC,Shubman Gill,WG Jacks,AD Russell,1,0,0,0,0,0,,,30,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,37,0,7.4,0.0,37.0,False,1,,3,0,1,2,1,0,,,,
M001,2025,2025-01-30,DC,1,31,LSG,DC,Shubman Gill,WG Jacks,MM Sharma,4,0,0,0,0,0,,,31,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,41,0,7.935483870967742,0.0,41.0,False,1,,4,0,1,2,4,0,,,,
M001,2025,2025-01-30,DC,1,32,LSG,DC,Shubman Gill,WG Jacks,MM Sharma,1,0,0,0,0,0,,,32,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,42,0,7.875,0.0,42.0,False,1,,4,0,1,2,1,0,,,,
M001,2025,2025-01-30,DC,1,33,LSG,DC,WG Jacks,Shubman Gill,MM Sharma,4,0,0,0,0,0,,,33,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,46,0,8.363636363636363,0.0,46.0,False,1,,5,0,2,1,4,0,,,,
M001,2025,2025-01-30,DC,1,34,LSG,DC,WG Jacks,Shubman Gill,MM Sharma,0,0,0,0,0,0,,,34,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,46,0,8.117647058823529,0.0,46.0,False,1,,5,0,2,1,0,1,,,,
M001,2025,2025-01-30,DC,1,35,LSG,DC,WG Jacks,Shubman Gill,MM Sharma,1,0,0,0,0,0,,,35,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,47,0,8.057142857142857,0.0,47.0,False,1,,5,0,2,1,1,0,,,,
M001,2025,2025-01-30,DC,1,36,LSG,DC,Shubman Gill,WG Jacks,MM Sharma,0,0,0,0,0,0,,,36,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,47,0,7.833333333333333,0.0,47.0,False,1,,5,0,1,2,0,1,,,,
M001,2025,2025-01-30,DC,1,37,LSG,DC,WG Jacks,Shubman Gill,RA Jadeja,0,0,0,0,0,0,,,37,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,47,0,7.621621621621622,0.0,47.0,False,1,,5,0,2,1,0,1,,,,
M001,2025,2025-01-30,DC,1,38,LSG,DC,WG Jacks,Shubman Gill,RA Jadeja,1,0,0,0,0,0,,,38,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,48,0,7.578947368421052,0.0,48.0,False,1,,5,0,2,1,1,0,,,,
M001,2025,2025-01-30,DC,1,39,LSG,DC,Shubman Gill,WG Jacks,RA Jadeja,1,0,0,0,0,0,,,39,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,49,0,7.538461538461538,0.0,49.0,False,1,,5,0,1,2,1,0,,,,
M001,2025,2025-01-30,DC,1,40,LSG,DC,WG Jacks,Shubman Gill,RA Jadeja,0,0,0,0,0,0,,,40,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,49,0,7.35,0.0,49.0,False,1,,5,0,2,1,0,1,,,,
M001,2025,2025-01-30,DC,1,41,LSG,DC,WG Jacks,Shubman Gill,RA Jadeja,0,0,0,0,0,0,,,41,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,49,0,7.170731707317073,0.0,49.0,False,1,,5,0,2,1,0,1,,,,
M001,2025,2025-01-30,DC,1,42,LSG,DC,WG Jacks,Shubman Gill,RA Jadeja,4,0,0,0,0,0,,,42,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,53,0,7.571428571428571,0.0,53.0,False,1,,6,0,2,1,4,0,,,,
M001,2025,2025-01-30,DC,1,43,LSG,DC,Shubman Gill,WG Jacks,K Rabada,4,0,0,0,0,0,,,43,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,57,0,7.953488372093023,0.0,57.0,False,1,,7,0,1,2,4,0,,,,
M001,2025,2025-01-30,DC,1,44,LSG,DC,Shubman Gill,WG Jacks,K Rabada,1,0,0,0,0,0,,,44,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,58,0,7.909090909090909,0.0,58.0,False,1,,7,0,1,2,1,0,,,,
M001,2025,2025-01-30,DC,1,45,LSG,DC,WG Jacks,Shubman Gill,K Rabada,0,0,0,0,0,0,,,45,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,58,0,7.733333333333333,0.0,58.0,False,1,,7,0,2,1,0,1,,,,
M001,2025,2025-01-30,DC,1,46,LSG,DC,WG Jacks,Shubman Gill,K Rabada,0,0,0,0,0,0,,,46,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,58,0,7.565217391304348,0.0,58.0,False,1,,7,0,2,1,0,1,,,,
M001,2025,2025-01-30,DC,1,47,LSG,DC,WG Jacks,Shubman Gill,K Rabada,0,0,0,0,0,0,,,47,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,58,0,7.404255319148936,0.0,58.0,False,1,,7,0,2,1,0,1,,,,
M001,2025,2025-01-30,DC,1,48,LSG,DC,WG Jacks,Shubman Gill,K Rabada,1,0,0,0,0,0,,,48,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,59,0,7.375,0.0,59.0,False,1,,7,0,2,1,1,0,,,,
M001,2025,2025-01-30,DC,1,49,LSG,DC,WG Jacks,Shubman Gill,RA Jadeja,1,0,0,0,0,0,,,49,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,60,0,7.346938775510204,0.0,60.0,False,1,,7,0,2,1,1,0,,,,
M001,2025,2025-01-30,DC,1,50,LSG,DC,Shubman Gill,WG Jacks,RA Jadeja,1,0,0,0,0,0,,,50,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,61,0,7.32,0.0,61.0,False,1,,7,0,1,2,1,0,,,,
M001,2025,2025-01-30,DC,1,51,LSG,DC,WG Jacks,Shubman Gill,RA Jadeja,1,0,0,0,0,0,,,51,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,62,0,7.294117647058823,0.0,62.0,False,1,,7,0,2,1,1,0,,,,
M001,2025,2025-01-30,DC,1,52,LSG,DC,Shubman Gill,WG Jacks,RA Jadeja,0,0,0,0,0,0,,,52,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,62,0,7.153846153846154,0.0,62.0,False,1,,7,0,1,2,0,1,,,,
M001,2025,2025-01-30,DC,1,53,LSG,DC,Shubman Gill,WG Jacks,RA Jadeja,1,0,0,0,0,0,,,53,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,63,0,7.132075471698113,0.0,63.0,False,1,,7,0,1,2,1,0,,,,
M001,2025,2025-01-30,DC,1,54,LSG,DC,WG Jacks,Shubman Gill,RA Jadeja,0,0,0,0,0,0,,,54,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,63,0,7.0,0.0,63.0,False,1,,7,0,2,1,0,1,,,,
M001,2025,2025-01-30,DC,1,55,LSG,DC,Shubman Gill,WG Jacks,K Rabada,1,0,0,0,0,0,,,55,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,64,0,6.9818181818181815,0.0,64.0,False,1,,7,0,1,2,1,0,,,,
M001,2025,2025-01-30,DC,1,56,LSG,DC,WG Jacks,Shubman Gill,K Rabada,1,0,0,0,0,0,,,56,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,65,0,6.964285714285714,0.0,65.0,False,1,,7,0,2,1,1,0,,,,
M001,2025,2025-01-30,DC,1,57,LSG,DC,Shubman Gill,WG Jacks,K Rabada,0,0,0,0,0,0,,,57,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,65,0,6.842105263157895,0.0,65.0,False,1,,7,0,1,2,0,1,,,,
M001,2025,2025-01-30,DC,1,58,LSG,DC,Shubman Gill,WG Jacks,K Rabada,0,0,0,0,0,0,,,58,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,65,0,6.724137931034483,0.0,65.0,False,1,,7,0,1,2,0,1,,,,
M001,2025,2025-01-30,DC,1,59,LSG,DC,Shubman Gill,WG Jacks,K Rabada,6,0,0,0,0,0,,,59,True,False,1,0,0,0,0,0,0,1,0,0,0,0,6,71,0,7.220338983050848,0.0,71.0,False,1,,7,1,1,2,6,0,,,,
M001,2025,2025-01-30,DC,1,60,LSG,DC,Shubman Gill,WG Jacks,K Rabada,1,0,0,0,0,0,,,60,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,72,0,7.2,0.0,72.0,False,1,,7,1,1,2,1,0,,,,
M001,2025,2025-01-30,DC,1,61,LSG,DC,Shubman Gill,WG Jacks,MM Sharma,4,0,0,0,0,0,,,61,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,76,0,7.475409836065574,0.0,76.0,False,1,,8,1,1,2,4,0,,,,
M001,2025,2025-01-30,DC,1,62,LSG,DC,Shubman Gill,WG Jacks,MM Sharma,1,0,0,0,0,0,,,62,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,77,0,7.451612903225806,0.0,77.0,False,1,,8,1,1,2,1,0,,,,
M001,2025,2025-01-30,DC,1,63,LSG,DC,WG Jacks,Shubman Gill,MM Sharma,4,0,0,0,0,0,,,63,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,81,0,7.714285714285714,0.0,81.0,False,1,,9,1,2,1,4,0,,,,
M001,2025,2025-01-30,DC,1,64,LSG,DC,WG Jacks,Shubman Gill,MM Sharma,3,0,0,0,0,0,,,64,True,False,1,0,0,0,1,1,0,0,0,0,0,0,3,84,0,7.875,0.0,84.0,False,1,,9,1,2,1,3,0,,,,
M001,2025,2025-01-30,DC,1,65,LSG,DC,Shubman Gill,WG Jacks,MM Sharma,1,0,0,0,0,0,,,65,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,85,0,7.846153846153846,0.0,85.0,False,1,,9,1,1,2,1,0,,,,
M001,2025,2025-01-30,DC,1,66,LSG,DC,WG Jacks,Shubman Gill,MM Sharma,0,0,0,0,0,0,out,WG Jacks,66,True,True,1,1,0,0,0,0,0,0,1,1,0,1,0,85,1,7.727272727272727,85.0,0.0,False,1,7.727272727272727,9,1,2,1,0,1,,,,
M001,2025,2025-01-30,DC,1,67,LSG,DC,Shubman Gill,SS Iyer,PWH de Silva,0,0,0,0,0,0,,,67,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,85,1,7.611940298507463,85.0,0.0,False,1,7.727272727272727,9,1,1,3,0,1,,,,
M001,2025,2025-01-30,DC,1,68,LSG,DC,Shubman Gill,SS Iyer,PWH de Silva,0,0,0,0,0,0,,,68,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,85,1,7.5,85.0,0.0,False,1,7.727272727272727,9,1,1,3,0,1,,,,
M001,2025,2025-01-30,DC,1,69,LSG,DC,Shubman Gill,SS Iyer,PWH de Silva,1,0,0,0,0,0,,,69,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,86,1,7.478260869565218,85.0,1.0,False,1,7.727272727272727,9,1,1,3,1,0,,,,
M001,2025,2025-01-30,DC,1,70,LSG,DC,SS Iyer,Shubman Gill,PWH de Silva,4,0,0,0,0,0,,,70,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,90,1,7.714285714285714,85.0,5.0,False,1,7.727272727272727,10,1,3,1,4,0,,,,
M001,2025,2025-01-30,DC,1,71,LSG,DC,SS Iyer,Shubman Gill,PWH de Silva,4,0,0,0,0,0,,,71,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,94,1,7.943661971830986,85.0,9.0,False,1,7.727272727272727,11,1,3,1,4,0,,,,
M001,2025,2025-01-30,DC,1,72,LSG,DC,SS Iyer,Shubman Gill,PWH de Silva,0,0,0,0,0,0,,,72,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,94,1,7.833333333333333,85.0,9.0,False,1,7.727272727272727,11,1,3,1,0,1,,,,
M001,2025,2025-01-30,DC,1,73,LSG,DC,Shubman Gill,SS Iyer,MM Sharma,4,0,0,0,0,0,,,73,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,98,1,8.054794520547945,85.0,13.0,False,1,7.727272727272727,12,1,1,3,4,0,,,,
M001,2025,2025-01-30,DC,1,74,LSG,DC,Shubman Gill,SS Iyer,MM Sharma,0,0,0,0,0,0,,,74,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,98,1,7.945945945945946,85.0,13.0,False,1,7.727272727272727,12,1,1,3,0,1,,,,
M001,2025,2025-01-30,DC,1,75,LSG,DC,Shubman Gill,SS Iyer,MM Sharma,1,0,0,0,0,0,,,75,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,99,1,7.92,85.0,14.0,False,1,7.727272727272727,12,1,1,3,1,0,,,,
M001,2025,2025-01-30,DC,1,76,LSG,DC,SS Iyer,Shubman Gill,MM Sharma,1,0,0,0,0,0,,,76,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,100,1,7.894736842105263,85.0,15.0,False,1,7.727272727272727,12,1,3,1,1,0,,,,
M001,2025,2025-01-30,DC,1,77,LSG,DC,Shubman Gill,SS Iyer,MM Sharma,1,0,0,0,0,0,,,77,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,101,1,7.87012987012987,85.0,16.0,False,1,7.727272727272727,12,1,1,3,1,0,,,,
M001,2025,2025-01-30,DC,1,78,LSG,DC,SS Iyer,Shubman Gill,MM Sharma,1,0,0,0,0,0,,,78,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,102,1,7.846153846153846,85.0,17.0,False,1,7.727272727272727,12,1,3,1,1,0,,,,
M001,2025,2025-01-30,DC,1,79,LSG,DC,SS Iyer,Shubman Gill,RA Jadeja,0,0,0,0,0,0,,,79,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,102,1,7.746835443037975,85.0,17.0,False,1,7.727272727272727,12,1,3,1,0,1,,,,
M001,2025,2025-01-30,DC,1,80,LSG,DC,SS Iyer,Shubman Gill,RA Jadeja,1,0,0,0,0,0,,,80,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,103,1,7.725,85.0,18.0,False,1,7.727272727272727,12,1,3,1,1,0,,,,
M001,2025,2025-01-30,DC,1,81,LSG,DC,Shubman Gill,SS Iyer,RA Jadeja,3,0,0,0,0,0,,,81,True,False,1,0,0,0,1,1,0,0,0,0,0,0,3,106,1,7.851851851851852,85.0,21.0,False,1,7.727272727272727,12,1,1,3,3,0,,,,
M001,2025,2025-01-30,DC,1,82,LSG,DC,SS Iyer,Shubman Gill,RA Jadeja,4,0,0,0,0,0,,,82,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,110,1,8.048780487804878,85.0,25.0,False,1,7.727272727272727,13,1,3,1,4,0,,,,
M001,2025,2025-01-30,DC,1,83,LSG,DC,SS Iyer,Shubman Gill,RA Jadeja,4,0,0,0,0,0,,,83,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,114,1,8.240963855421686,85.0,29.0,False,1,7.727272727272727,14,1,3,1,4,0,,,,
M001,2025,2025-01-30,DC,1,84,LSG,DC,SS Iyer,Shubman Gill,RA Jadeja,1,0,0,0,0,0,,,84,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,115,1,8.214285714285714,85.0,30.0,False,1,7.727272727272727,14,1,3,1,1,0,,,,
M001,2025,2025-01-30,DC,1,85,LSG,DC,SS Iyer,Shubman Gill,PWH de Silva,4,0,0,0,0,0,,,85,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,119,1,8.4,85.0,34.0,False,1,7.727272727272727,15,1,3,1,4,0,,,,
M001,2025,2025-01-30,DC,1,86,LSG,DC,SS Iyer,Shubman Gill,PWH de Silva,2,0,0,0,0,0,,,86,True,False,1,0,0,1,0,1,0,0,0,0,0,0,2,121,1,8.44186046511628,85.0,36.0,False,1,7.727272727272727,15,1,3,1,2,0,,,,
M001,2025,2025-01-30,DC,1,87,LSG,DC,SS Iyer,Shubman Gill,PWH de Silva,4,0,0,0,0,0,,,87,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,125,1,8.620689655172415,85.0,40.0,False,1,7.727272727272727,16,1,3,1,4,0,,,,
M001,2025,2025-01-30,DC,1,88,LSG,DC,SS Iyer,Shubman Gill,PWH de Silva,1,0,0,0,0,0,,,88,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,126,1,8.590909090909092,85.0,41.0,False,1,7.727272727272727,16,1,3,1,1,0,,,,
M001,2025,2025-01-30,DC,1,89,LSG,DC,Shubman Gill,SS Iyer,PWH de Silva,1,0,0,0,0,0,,,89,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,127,1,8.561797752808989,85.0,42.0,False,1,7.727272727272727,16,1,1,3,1,0,,,,
M001,2025,2025-01-30,DC,1,90,LSG,DC,SS Iyer,Shubman Gill,PWH de Silva,1,0,0,0,0,0,,,90,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,128,1,8.533333333333333,85.0,43.0,False,1,7.727272727272727,16,1,3,1,1,0,,,,
M001,2025,2025-01-30,DC,1,91,LSG,DC,SS Iyer,Shubman Gill,AD Russell,0,0,0,0,0,0,,,91,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,128,1,8.43956043956044,85.0,43.0,False,1,7.727272727272727,16,1,3,1,0,1,,,,
M001,2025,2025-01-30,DC,1,92,LSG,DC,SS Iyer,Shubman Gill,AD Russell,2,0,0,0,0,0,,,92,True,False,1,0,0,1,0,1,0,0,0,0,0,0,2,130,1,8.478260869565217,85.0,45.0,False,1,7.727272727272727,16,1,3,1,2,0,,,,
M001,2025,2025-01-30,DC,1,93,LSG,DC,SS Iyer,Shubman Gill,AD Russell,2,0,0,0,0,0,,,93,True,False,1,0,0,1,0,1,0,0,0,0,0,0,2,132,1,8.516129032258064,85.0,47.0,False,1,7.727272727272727,16,1,3,1,2,0,,,,
M001,2025,2025-01-30,DC,1,94,LSG,DC,SS Iyer,Shubman Gill,AD Russell,0,0,0,0,0,0,,,94,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,132,1,8.425531914893616,85.0,47.0,False,1,7.727272727272727,16,1,3,1,0,1,,,,
M001,2025,2025-01-30,DC,1,95,LSG,DC,SS Iyer,Shubman Gill,AD Russell,1,0,0,0,0,0,,,95,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,133,1,8.4,85.0,48.0,False,1,7.727272727272727,16,1,3,1,1,0,,,,
M001,2025,2025-01-30,DC,1,96,LSG,DC,Shubman Gill,SS Iyer,AD Russell,1,0,0,0,0,0,,,96,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,134,1,8.375,85.0,49.0,False,1,7.727272727272727,16,1,1,3,1,0,,,,
M001,2025,2025-01-30,DC,1,97,LSG,DC,Shubman Gill,SS Iyer,PWH de Silva,0,0,0,0,0,0,,,97,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,134,1,8.288659793814434,85.0,49.0,False,1,7.727272727272727,16,1,1,3,0,1,,,,
