Date,Match_Num,Home,Away,Winner,POTM_performance,Top_Scorer,Top_Bowler,Match_Report,Match_Rating
2026-04-18,12,SRH,DC,SRH,SA Yadav (DC) -> 80 off 41,SA Yadav (DC) -> 80 off 41,JJ Bumrah (DC) -> 3-46 (4.0),SRH 234-7 (20.0) beat DC 217-6 (20.0) by 17 runs!,6.4/10
2026-04-18,13,PBKS,GT,GT,Naman Dhir (GT) -> 82 off 50,Naman Dhir (GT) -> 82 off 50,Sufiyan Muqeem (GT) -> 3-34 (3.4),GT 192-5 (20.0) beat PBKS 182-10 (18.4) by 10 runs!,7.5/10
2026-04-18,14,CSK,LSG,LSG,Kuldeep Yadav (LSG) -> 4-36 (4.0),Shubman Gill (LSG) -> 79 off 41,Kuldeep Yadav (LSG) -> 4-36 (4.0),LSG 174-5 (16.2) beat CSK 171-9 (20.0) by 5 wickets!,6.0/10
2026-04-18,15,RR,RCB,RCB,Abrar Ahmed (RCB) -> 4-18 (4.0),Salil Arora (RCB) -> 65* off 28,Abrar Ahmed (RCB) -> 4-18 (4.0),RCB 220-3 (20.0) beat RR 206-8 (20.0) by 14 runs!,6.7/10
2026-04-19,16,GT,MI,GT,GF Linde (GT) -> 7 off 4 ; 4-19 (4.0),R Parag (GT) -> 61 off 33,GF Linde (GT) -> 4-19 (4.0),GT 214-7 (19.1) beat MI 210-9 (20.0) by 3 wickets!,8.8/10
2026-04-19,17,KKR,PBKS,PBKS,JJ Smit (PBKS) -> 3-30 (4.0),RR Rossouw (PBKS) -> 57 off 40,JJ Smit (PBKS) -> 3-30 (4.0),PBKS 135-4 (15.4) beat KKR 134-10 (17.4) by 6 wickets!,5.0/10
2026-04-19,18,CSK,DC,CSK,Tanush Kotian (CSK) -> 5-38 (4.0),SA Yadav (DC) -> 68 off 30,Tanush Kotian (CSK) -> 5-38 (4.0),CSK 164-1 (17.1) beat DC 161-10 (19.4) by 9 wickets!,5.8/10
2026-04-19,19,SRH,LSG,LSG,Arshdeep Singh (LSG) -> 4-41 (4.0),P Simran Singh (SRH) -> 74 off 44,Arshdeep Singh (LSG) -> 4-41 (4.0),LSG 219-4 (20.0) beat SRH 193-8 (20.0) by 26 runs!,4.2/10
2026-04-19,20,RCB,RR,RCB,KA Maharaj (RCB) -> 25* off 32 ; 5-19 (4.0),PWH de Silva (RCB) -> 80* off 36,KA Maharaj (RCB) -> 5-19 (4.0),RCB 178-7 (20.0) beat RR 168-10 (19.4) by 10 runs!,7.8/10
2026-04-25,21,DC,RCB,DC,GJ Maxwell (DC) -> 143* off 64 ; 0-37 (3.0),GJ Maxwell (DC) -> 143* off 64,HJ Manenti (RCB) -> 3-46 (4.0),DC 243-7 (20.0) beat RCB 238-3 (20.0) by 5 runs!,9.0/10
2026-04-25,22,GT,SRH,GT,NT Ellis (SRH) -> 4-27 (4.0),JP Inglis (GT) -> 55 off 34,NT Ellis (SRH) -> 4-27 (4.0),GT 193-6 (18.4) beat SRH 192-7 (20.0) by 4 wickets!,7.0/10
2026-04-25,23,PBKS,MI,MI,MR Marsh (MI) -> 52* off 36 ; 1-37 (4.0),Urvil Patel (MI) -> 63 off 43,JJ Smit (PBKS) -> 3-24 (4.0),MI 188-6 (20.0) beat PBKS 179-4 (20.0) by 9 runs!,6.8/10
2026-04-25,24,LSG,CSK,LSG,H Klaasen (CSK) -> 67 off 34,H Klaasen (CSK) -> 67 off 34,H Ssenyondo (LSG) -> 3-32 (3.1),LSG 175-5 (17.1) beat CSK 173-10 (19.1) by 5 wickets!,6.8/10
2026-04-25,25,KKR,RR,KKR,RD Rickelton (RR) -> 71 off 46,RD Rickelton (RR) -> 71 off 46,Cheepurapalli Stephen (RR) -> 2-28 (3.0),KKR 202-5 (20.0) beat RR 191-4 (20.0) by 11 runs!,6.2/10
2026-04-26,26,DC,PBKS,PBKS,JJ Smit (PBKS) -> 16 off 4 ; 3-44 (4.0),PHKD Mendis (PBKS) -> 47 off 27,Shaheen Shah Afridi (DC) -> 3-20 (2.0),PBKS 198-10 (18.2) beat DC 184-9 (20.0) by 14 runs!,6.6/10
2026-04-26,27,RCB,CSK,TIE,Tilak Varma (CSK) -> 72 off 51,Tilak Varma (CSK) -> 72 off 51,Fazalhaq Farooqi (CSK) -> 3-33 (4.0),CSK 185-5 (20.0) tied with RCB 185-8 (20.0)!,8.2/10
2026-04-26,28,KKR,GT,GT,Harshit Rana (GT) -> 5-18 (4.0),Ishan Kishan (KKR) -> 40 off 25,Harshit Rana (GT) -> 5-18 (4.0),GT 130-5 (15.1) beat KKR 129-10 (17.3) by 5 wickets!,4.4/10
2026-04-26,29,LSG,RR,LSG,DR Mousley (LSG) -> 98* off 60 ; 0-10 (1.0),DR Mousley (LSG) -> 98* off 60,Arshdeep Singh (LSG) -> 4-38 (4.0),LSG 194-2 (19.4) beat RR 190-10 (20.0) by 8 wickets!,5.8/10
2026-04-26,30,MI,SRH,SRH,A Zampa (SRH) -> 3-17 (4.0),P Simran Singh (SRH) -> 54 off 36,A Zampa (SRH) -> 3-17 (4.0),SRH 146-3 (16.1) beat MI 144-10 (19.2) by 7 wickets!,4.7/10
2026-04-29,31,SRH,RCB,RCB,P Simran Singh (SRH) -> 91 off 47,P Simran Singh (SRH) -> 91 off 47,SH Johnson (RCB) -> 4-45 (4.0),RCB 192-6 (18.2) beat SRH 191-10 (18.4) by 4 wickets!,7.5/10
2026-04-29,32,GT,KKR,KKR,J Fraser-McGurk (KKR) -> 67 off 23,J Fraser-McGurk (KKR) -> 67 off 23,GF Linde (GT) -> 3-36 (4.0),KKR 226-9 (20.0) beat GT 220-4 (20.0) by 6 runs!,8.2/10
2026-04-29,33,MI,PBKS,PBKS,V Suryavanshi (PBKS) -> 93* off 52,V Suryavanshi (PBKS) -> 93* off 52,AR Ramjani (PBKS) -> 3-14 (4.0),PBKS 191-3 (20.0) beat MI 148-8 (20.0) by 43 runs!,2.6/10
2026-04-29,34,DC,CSK,CSK,N Sindhu (DC) -> 86* off 40,N Sindhu (DC) -> 86* off 40,Geet Puri (CSK) -> 3-53 (4.0),CSK 203-5 (18.0) beat DC 201-6 (20.0) by 5 wickets!,7.2/10
2026-04-29,35,RR,LSG,RR,Shubman Gill (LSG) -> 119* off 58,Shubman Gill (LSG) -> 119* off 58,Kuldeep Yadav (LSG) -> 2-37 (4.0),RR 219-2 (20.0) beat LSG 218-5 (20.0) by 1 run!,8.8/10
2026-05-01,36,CSK,RCB,RCB,Atharva Taide (RCB) -> 80 off 46,Atharva Taide (RCB) -> 80 off 46,Imran Tahir (RCB) -> 2-28 (4.0),RCB 188-3 (16.4) beat CSK 187-8 (20.0) by 7 wickets!,5.5/10
2026-05-01,37,SRH,KKR,SRH,P Simran Singh (SRH) -> 74 off 39,P Simran Singh (SRH) -> 74 off 39,NT Ellis (SRH) -> 3-41 (4.0),SRH 179-2 (16.0) beat KKR 173-7 (20.0) by 8 wickets!,5.8/10
2026-05-01,38,LSG,DC,DC,JJ Bumrah (DC) -> 4-40 (4.0),N Sindhu (DC) -> 64* off 29,JJ Bumrah (DC) -> 4-40 (4.0),DC 201-3 (16.3) beat LSG 200-7 (20.0) by 7 wickets!,5.8/10
2026-05-01,39,MI,GT,MI,Abhishek Sharma (MI) -> 76* off 35,Abhishek Sharma (MI) -> 76* off 35,Abhishek Tanwar (MI) -> 3-55 (4.0),MI 208-4 (19.2) beat GT 207-6 (20.0) by 6 wickets!,7.8/10
2026-05-01,40,PBKS,RR,RR,Mohammad Ghazanfar (RR) -> 4-8 (2.0),S Dube (RR) -> 34* off 25,Mohammad Ghazanfar (RR) -> 4-8 (2.0),RR 76-4 (12.2) beat PBKS 75-10 (12.2) by 6 wickets!,3.4/10
2026-05-02,41,MI,RCB,RCB,Priyansh Arya (RCB) -> 83 off 36,Priyansh Arya (RCB) -> 83 off 36,Shivam Shukla (MI) -> 3-38 (4.0),RCB 220-5 (20.0) beat MI 216-7 (20.0) by 4 runs!,9.7/10
2026-05-02,42,KKR,LSG,KKR,C Green (KKR) -> 59 off 41 ; 2-24 (3.0),Shubman Gill (LSG) -> 72 off 41,S Lamichhane (KKR) -> 3-43 (4.0),KKR 189-2 (19.1) beat LSG 187-8 (20.0) by 8 wickets!,7.2/10
2026-05-02,43,CSK,PBKS,CSK,Tanush Kotian (CSK) -> 43* off 17 ; 2-24 (3.0),KK Nair (CSK) -> 74* off 36,Utkarsh Singh (PBKS) -> 2-23 (4.0),CSK 198-6 (20.0) beat PBKS 179-10 (17.4) by 19 runs!,3.9/10
2026-05-02,44,DC,SRH,SRH,GJ Maxwell (DC) -> 77 off 40 ; 0-58 (4.0),GJ Maxwell (DC) -> 77 off 40,Harsh Dubey (DC) -> 3-28 (3.0),SRH 220-5 (18.4) beat DC 219-7 (20.0) by 5 wickets!,7.5/10
2026-05-02,45,GT,RR,RR,Aniket Verma (RR) -> 41 off 17,TH David (GT) -> 44 off 27,Karan Lal (RR) -> 2-26 (4.0),RR 184-6 (17.1) beat GT 183-7 (20.0) by 4 wickets!,6.6/10
2026-05-03,46,RCB,KKR,KKR,Suryansh Shedge (KKR) -> 19* off 21 ; 3-17 (3.0),WL Madsen (KKR) -> 48 off 30,B Kumar (KKR) -> 3-11 (1.0),KKR 143-9 (20.0) beat RCB 122-10 (13.0) by 21 runs!,3.0/10
2026-05-03,47,SRH,PBKS,SRH,KL Rahul (SRH) -> 55 off 31,P Simran Singh (SRH) -> 62 off 47,JJ Smit (PBKS) -> 2-43 (4.0),SRH 187-4 (20.0) beat PBKS 185-6 (20.0) by 6 wickets!,9.1/10
2026-05-03,48,MI,LSG,LSG,FH Allen (LSG) -> 89 off 58,FH Allen (LSG) -> 89 off 58,Abhishek Tanwar (MI) -> 2-21 (2.4),LSG 198-4 (19.4) beat MI 196-3 (20.0) by 6 wickets!,7.5/10
2026-05-03,49,RR,DC,DC,GD Phillips (RR) -> 56 off 26 ; 1-12 (1.0),GD Phillips (RR) -> 56 off 26,AK Markram (DC) -> 3-21 (3.0),DC 111-8 (13.4) beat RR 110-10 (15.1) by 2 wickets!,5.3/10
2026-05-03,50,CSK,GT,CSK,Naman Dhir (GT) -> 80 off 41,Naman Dhir (GT) -> 80 off 41,GF Linde (GT) -> 4-40 (4.0),CSK 202-9 (20.0) beat GT 188-10 (18.1) by 14 runs!,6.8/10
2026-05-09,51,RR,GT,GT,Naman Dhir (GT) -> 94 off 44,Naman Dhir (GT) -> 94 off 44,Karan Lal (RR) -> 2-33 (4.0),GT 205-4 (19.2) beat RR 204-5 (20.0) by 6 wickets!,8.2/10
2026-05-09,52,LSG,SRH,SRH,Shubman Gill (LSG) -> 83 off 44,Shubman Gill (LSG) -> 83 off 44,Arshdeep Singh (LSG) -> 2-28 (4.0),SRH 220-4 (20.0) beat LSG 212-7 (20.0) by 8 runs!,7.5/10
2026-05-09,53,PBKS,RCB,,,,,,
2026-05-09,54,CSK,MI,,,,,,
2026-05-09,55,DC,KKR,,,,,,
2026-05-10,56,GT,LSG,,,,,,
2026-05-10,57,RR,MI,,,,,,
2026-05-10,58,PBKS,CSK,,,,,,
2026-05-10,59,KKR,DC,,,,,,
2026-05-10,60,RCB,SRH,,,,,,
2026-05-16,61,GT,CSK,,,,,,
2026-05-16,62,LSG,MI,,,,,,
2026-05-16,63,PBKS,SRH,,,,,,
2026-05-16,64,KKR,RCB,,,,,,
2026-05-16,65,DC,RR,,,,,,
2026-05-17,66,RR,CSK,,,,,,
2026-05-17,67,MI,DC,,,,,,
2026-05-17,68,SRH,GT,,,,,,
2026-05-17,69,RCB,LSG,,,,,,
2026-05-17,70,PBKS,KKR,,,,,,
2026-05-25,71,,,,,,,,
2026-05-26,72,,,,,,,,
2026-05-28,73,,,,,,,,
2026-05-30,74,,,,,,,,
