Player,Team,TI,B.Impact,Bo.Impact
Atharva Taide,MI,237.35,237.35,0.0
TP Ura,PBKS,237.22,237.22,0.0
Ashwin Das,LSG,235.19,15.57,219.62
H Klaasen,CSK,228.01,228.01,0.0
Avesh Khan,GT,221.73,6.33,215.39
Jay Gohil,LSG,217.85,217.85,0.0
Anmolpreet Singh,CSK,208.51,208.51,0.0
Washington Sundar,PBKS,202.84,35.4,167.43
DAJ Bracewell,RCB,199.19,47.56999999999999,151.63
SS Ghosh,MI,198.43,5.44,192.99
JJ Smit,PBKS,186.35,91.24,95.10000000000001
R Ashwin,KKR,185.78,0.0,185.78
WL Madsen,MI,183.13,187.92,-4.8
M Prasidh Krishna,MI,182.08,32.73,149.36
Khrievitso Kense,RCB,182.02,28.26,153.77
RA Jadeja,RCB,181.8,86.27,95.51
AHT Donald,RCB,177.73,177.73,0.0
H Ssenyondo,LSG,175.86,0.0,175.86
T Natarajan,CSK,173.95,16.43,157.53
N Wadhera,KKR,172.39,172.39,0.0
Akash Vasisht,DC,166.64,67.8,98.83000000000001
Rahul Singh,RCB,166.36,166.36,0.0
AM Rahane,MI,165.73,165.73,0.0
Azmatullah Omarzai,LSG,164.05,55.19,108.86
AB de Villiers,RR,164.03,164.03,0.0
PHKD Mendis,SRH,162.71,108.83,53.88
MP Yadav,PBKS,161.36,-0.99,162.36
Babar Azam,KKR,155.33,155.33,0.0
Khushdil Shah,DC,154.79,10.56,144.24
Mohammed Shami,GT,151.25,5.43,145.82
Yudhvir Singh,RCB,149.99,7.48,142.5
Naveen-ul-Haq,SRH,149.91,-0.76,150.67
DS Rathi,KKR,148.31,0.0,148.31
Harsh Dubey,RCB,146.42,-4.47,150.9
Ramandeep Singh,LSG,140.24,73.99,66.25
PP Shaw,RCB,139.57,139.57,0.0
AD Russell,DC,138.89,120.48,18.4
Shashwat Rawat,PBKS,138.67,138.67,0.0
Dhruv Jurel,RCB,137.58,137.58,0.0
R Sai Kishore,MI,137.54,4.01,133.54
T Banton,MI,136.67,136.67,0.0
PJ Cummins,RR,132.79,-2.58,135.37
Hemang Patel,GT,127.93,64.42,63.52
M Siddharth,CSK,123.72,46.2,77.52000000000001
Mayank Dagar,LSG,121.54,-3.55,125.1
HC Brook,MI,120.26,120.26,0.0
TM Head,GT,113.9,108.7,5.200000000000001
Pulkit Narang,RR,109.54,4.6,104.95
D Ferreira,DC,105.71,57.66999999999999,48.06
Ishan Kishan,MI,102.63,102.63,0.0
Gaurav Puri,CSK,99.52,99.52,0.0
KK Ahmed,RR,98.79,0.0,98.79
VG Arora,KKR,96.53999999999999,-1.45,98.0
Atharva Ankolekar,MI,94.78,0.0,94.78
Akshay Karnewar,PBKS,92.55,25.06,67.49
BA Stokes,SRH,92.24000000000001,-5.26,97.5
DJ Bravo,RCB,88.88999999999999,22.15,66.72999999999999
RR Rossouw,SRH,88.53,88.53,0.0
Waseem Muhammad,DC,87.86,87.86,0.0
M Jansen,SRH,86.72,3.66,83.06
MS Pepper,RR,85.8,85.8,0.0
SN Thakur,GT,78.45,11.39,67.06
Harsh Tyagi,SRH,78.4,2.54,75.86000000000001
AA Kulkarni,GT,78.21,34.21,43.99
DS Airee,RCB,77.3,31.92,45.36
Jagjit Singh,SRH,75.78999999999999,30.93,44.86
RA Bawa,SRH,75.42,43.68,31.73
C Sakariya,SRH,63.11,3.96,59.14
MS Dhoni,CSK,59.97,59.97,0.0
SR Hain,MI,57.82,57.82,0.0
S Gopal,GT,55.1,0.0,55.1
RS Hangargekar,MI,55.01,11.78,43.22
Sumit Kumar,DC,53.58,17.02,36.57
RD Chahar,CSK,49.21,13.63,35.58
V Puthur,DC,49.03,12.43,36.59
Shakib Al Hasan,PBKS,48.65000000000001,21.15,27.49
DP Conway,PBKS,47.22,47.22,0.0
Faisal Khan,LSG,47.11,47.11,0.0
Ravi Bishnoi,LSG,46.02999999999999,-2.76,48.8
Rashid Khan,RR,45.72,14.01,31.71
Waqar Salamkheil,PBKS,43.78,1.0,42.78
NA Rathva,RCB,41.85,5.46,36.39
KC Cariappa,MI,41.16,0.0,41.16
Utkarsh Singh,PBKS,41.15,41.73,-0.5700000000000003
TU Deshpande,MI,34.14,10.09,24.05
Yuvraj Chaudhary,GT,33.16,33.16,0.0
RR Pant,GT,31.93,31.93,0.0
Cheepurapalli Stephen,CSK,26.6,-1.78,28.39
Swapnil Singh,CSK,26.35,0.0,26.35
A Zampa,RR,25.5,0.0,25.5
Yash Thakur,PBKS,22.82,0.0,22.82
Sanvir Singh,LSG,22.64,0.0,22.64
I Sharma,RCB,21.68,7.07,14.61
A Sheth,DC,19.23,5.28,13.95
Ashwani Kumar,RR,19.14,0.0,19.14
KH Pandya,SRH,17.8,12.01,5.79
Jaskaran Singh,KKR,14.88,23.91,-9.04
MK Lomror,SRH,14.53,14.53,0.0
HS Desai,PBKS,13.21,13.21,0.0
DJ Hooda,DC,13.17,13.17,0.0
Rasikh Salam,GT,12.79,6.02,6.770000000000001
Harshit Rana,KKR,12.25,-0.14,12.39
SN Netravalkar,CSK,11.97,0.0,11.97
AV Wankhade,CSK,7.31,7.31,0.0
Shivank Vashisth,RCB,7.2,-1.82,9.02
SPD Smith,CSK,6.23,6.23,0.0
SB Dubey,PBKS,3.27,3.27,0.0
Ishaan Gadekar,RCB,3.27,3.27,0.0
SZ Mulani,LSG,3.1,4.18,-1.07
BM Duckett,RCB,2.74,2.74,0.0
RK Bhui,KKR,2.31,2.31,0.0
D Padikkal,KKR,1.74,1.74,0.0
K Kartikeya,GT,-0.57,0.0,-0.57
Samarth Vyas,KKR,-0.6599999999999999,-0.6599999999999999,0.0
F du Plessis,GT,-1.42,-1.42,0.0
R Powell,KKR,-1.51,-1.51,0.0
Kartik Sharma,SRH,-1.8,-1.8,0.0
CH Morris,DC,-2.17,18.99,-21.14
Ihsanullah,DC,-2.74,4.42,-7.15
Vishnu Vinod,RR,-2.83,-2.83,0.0
SS Agarwal,DC,-3.72,0.0,-3.72
HV Patel,RR,-4.27,0.0,-4.27
JG Bethell,LSG,-4.48,0.0,-4.48
M Markande,SRH,-5.97,0.0,-5.97
Harpreet Brar,RR,-8.57,0.0,-8.57
