Date,Match_Num,Home,Away,Winner,POTM_performance,Top_Scorer,Top_Bowler,Match_Report,Match_Rating
2025-11-05,12,DC,RR,RR,Tarang Gohel (DC) -> 88 off 37,Tarang Gohel (DC) -> 88 off 37,JR Hazlewood (RR) -> 4-40 (4.0),RR 213-8 (17.2) beat DC 212-9 (20.0) by 2 wickets!,7.2/10
2025-11-06,13,SRH,CSK,SRH,B Sai Sudharsan (CSK) -> 64 off 44,B Sai Sudharsan (CSK) -> 64 off 44,RD Chahar (CSK) -> 2-17 (2.0),SRH 195-9 (20.0) beat CSK 175-7 (20.0) by 20 runs!,4.8/10
2025-11-06,14,PBKS,RCB,PBKS,Washington Sundar (PBKS) -> 13* off 9 ; 4-40 (3.3),V Suryavanshi (PBKS) -> 49 off 27,CV Varun (PBKS) -> 4-7 (2.0),PBKS 160-7 (20.0) beat RCB 71-10 (9.3) by 89 runs!,2.5/10
2025-11-07,15,GT,RR,RR,YBK Jaiswal (RR) -> 96 off 42,YBK Jaiswal (RR) -> 96 off 42,S Dube (RR) -> 3-42 (4.0),RR 239-4 (20.0) beat GT 207-8 (20.0) by 32 runs!,4.2/10
2025-11-07,16,LSG,KKR,LSG,Arshdeep Singh (LSG) -> 5-26 (4.0),MP Stoinis (KKR) -> 103* off 55,Arshdeep Singh (LSG) -> 5-26 (4.0),LSG 197-4 (20.0) beat KKR 172-10 (19.2) by 25 runs!,4.2/10
2025-11-08,17,CSK,MI,CSK,Tilak Varma (CSK) -> 79 off 53,Tilak Varma (CSK) -> 79 off 53,Fazalhaq Farooqi (CSK) -> 2-30 (4.0),CSK 198-4 (20.0) beat MI 188-7 (20.0) by 10 runs!,6.5/10
2025-11-08,18,DC,PBKS,DC,HJ Manenti (PBKS) -> 5-41 (4.0),SA Yadav (DC) -> 66 off 38,HJ Manenti (PBKS) -> 5-41 (4.0),DC 202-9 (19.1) beat PBKS 201-6 (20.0) by 1 wicket!,8.3/10
2025-11-09,19,PBKS,SRH,PBKS,Shashank Singh (PBKS) -> 8 off 6 ; 3-25 (4.0),Priyansh Arya (SRH) -> 61 off 39,Shashank Singh (PBKS) -> 3-25 (4.0),PBKS 187-6 (20.0) beat SRH 172-7 (20.0) by 15 runs!,6.2/10
2025-11-09,20,KKR,DC,KKR,MP Stoinis (KKR) -> 101* off 46 ; 1-26 (3.0),MP Stoinis (KKR) -> 101* off 46,MA Starc (KKR) -> 3-38 (4.0),KKR 188-5 (18.4) beat DC 182-8 (20.0) by 5 wickets!,7.2/10
2025-11-09,21,GT,RCB,RCB,PWH de Silva (RCB) -> 11* off 4 ; 4-23 (3.0),Hassan Nawaz (RCB) -> 79* off 49,PWH de Silva (RCB) -> 4-23 (3.0),RCB 159-8 (16.2) beat GT 156-10 (16.3) by 2 wickets!,6.2/10
2025-11-09,22,RR,CSK,RR,Aniket Verma (RR) -> 85* off 40,Aniket Verma (RR) -> 85* off 40,Karan Lal (RR) -> 3-36 (4.0),RR 216-3 (20.0) beat CSK 191-6 (20.0) by 25 runs!,3.9/10
2025-11-09,23,LSG,MI,LSG,HH Pandya (MI) -> 6 off 5 ; 5-30 (4.0),N Pooran (MI) -> 54 off 35,HH Pandya (MI) -> 5-30 (4.0),LSG 155-10 (19.1) beat MI 154-10 (19.0) by 1 run!,9.3/10
2025-11-10,24,RR,SRH,SRH,Priyansh Arya (SRH) -> 83 off 37,Priyansh Arya (SRH) -> 83 off 37,BA Stokes (SRH) -> 2-29 (3.0),SRH 207-5 (19.4) beat RR 203-5 (20.0) by 5 wickets!,8.3/10
2025-11-10,25,RCB,LSG,LSG,WG Jacks (LSG) -> 23 off 14 ; 5-26 (3.5),JC Buttler (LSG) -> 42 off 29,WG Jacks (LSG) -> 5-26 (3.5),LSG 185-9 (20.0) beat RCB 162-10 (18.5) by 23 runs!,3.9/10
2025-11-11,26,KKR,GT,KKR,B Kumar (KKR) -> 4-38 (4.0),MP Stoinis (KKR) -> 73 off 41,B Kumar (KKR) -> 4-38 (4.0),KKR 185-8 (20.0) beat GT 165-9 (20.0) by 20 runs!,4.9/10
2025-11-11,27,MI,PBKS,PBKS,N Rana (PBKS) -> 114 off 51,N Rana (PBKS) -> 114 off 51,Shaheen Shah Afridi (MI) -> 2-46 (4.0),PBKS 226-4 (20.0) beat MI 219-5 (20.0) by 7 runs!,7.0/10
2025-11-12,28,CSK,DC,TIE,AK Markram (DC) -> 29 off 12 ; 4-37 (4.0),Tanush Kotian (CSK) -> 82 off 35,S Lamichhane (DC) -> 4-36 (3.5),CSK 203-10 (19.5) tied with DC 203-6 (20.0)!,9.5/10
2025-11-12,29,RR,LSG,RR,WG Jacks (LSG) -> 59 off 34 ; 1-12 (2.0),WG Jacks (LSG) -> 59 off 34,A Nagwaswalla (RR) -> 3-21 (4.0),RR 162-6 (17.0) beat LSG 158-10 (19.2) by 4 wickets!,5.8/10
2025-11-13,30,GT,SRH,GT,Naman Dhir (GT) -> 92 off 39,Naman Dhir (GT) -> 92 off 39,Abrar Ahmed (GT) -> 4-43 (4.0),GT 232-7 (20.0) beat SRH 221-7 (20.0) by 11 runs!,7.0/10
2025-11-13,31,MI,RCB,RCB,Ravi Teja (RCB) -> 3-12 (3.0),PD Salt (RCB) -> 55 off 38,Ravi Teja (RCB) -> 3-12 (3.0),RCB 199-6 (20.0) beat MI 126-10 (16.2) by 73 runs!,4.5/10
2025-11-14,32,CSK,KKR,KKR,LS Livingstone (KKR) -> 4-27 (4.0),B Sai Sudharsan (CSK) -> 50 off 40,LS Livingstone (KKR) -> 4-27 (4.0),KKR 183-6 (18.2) beat CSK 182-9 (20.0) by 4 wickets!,6.8/10
2025-11-14,33,LSG,PBKS,LSG,Shubman Gill (LSG) -> 94* off 47,Shubman Gill (LSG) -> 94* off 47,JC Archer (LSG) -> 4-33 (4.0),LSG 183-3 (17.2) beat PBKS 182-9 (20.0) by 7 wickets!,5.9/10
2025-11-15,34,SRH,DC,DC,AK Markram (DC) -> 21* off 18 ; 3-16 (2.5),Tarang Gohel (DC) -> 35 off 16,Akash Vasisht (DC) -> 3-13 (4.0),DC 100-2 (10.3) beat SRH 96-10 (16.5) by 8 wickets!,4.0/10
2025-11-15,35,MI,RR,MI,Abhishek Sharma (MI) -> 48 off 29 ; 1-26 (3.0),Abhishek Sharma (MI) -> 48 off 29,Noor Ahmad (MI) -> 2-24 (4.0),MI 189-4 (20.0) beat RR 171-6 (20.0) by 18 runs!,5.3/10
2025-11-16,36,GT,PBKS,PBKS,Shashank Singh (PBKS) -> 61* off 23 ; 2-29 (2.0),RD Gaikwad (GT) -> 74* off 38,Shashank Singh (PBKS) -> 2-29 (2.0),PBKS 206-6 (19.2) beat GT 203-8 (20.0) by 4 wickets!,8.1/10
2025-11-16,37,LSG,DC,LSG,V Kohli (DC) -> 73 off 40,V Kohli (DC) -> 73 off 40,JC Archer (LSG) -> 3-39 (4.0),LSG 197-5 (20.0) beat DC 187-8 (20.0) by 10 runs!,7.0/10
2025-11-16,38,RCB,CSK,TIE,CH Gayle (CSK) -> 46 off 28 ; 2-16 (2.0),PD Salt (RCB) -> 82 off 41,Imran Tahir (CSK) -> 3-38 (4.0),RCB 194-8 (20.0) tied with CSK 194-3 (20.0)!,9.7/10
2025-11-16,39,MI,SRH,MI,HH Pandya (MI) -> 3-18 (4.0),Abhishek Sharma (MI) -> 54 off 31,HH Pandya (MI) -> 3-18 (4.0),MI 132-3 (14.0) beat SRH 130-10 (16.1) by 7 wickets!,3.9/10
2025-11-16,40,RR,KKR,RR,S Dube (RR) -> 39 off 22 ; 2-29 (4.0),YBK Jaiswal (RR) -> 59 off 25,JR Hazlewood (RR) -> 3-38 (4.0),RR 182-6 (16.3) beat KKR 179-9 (20.0) by 4 wickets!,6.2/10
2025-11-17,41,LSG,GT,GT,Abrar Ahmed (GT) -> 3-31 (3.4),RD Rickelton (LSG) -> 59 off 42,Abrar Ahmed (GT) -> 3-31 (3.4),GT 201-6 (20.0) beat LSG 193-10 (19.4) by 8 runs!,7.8/10
2025-11-17,42,PBKS,KKR,KKR,SP Narine (KKR) -> 47 off 33 ; 2-16 (2.4),RM Patidar (KKR) -> 55* off 38,R Ashwin (KKR) -> 3-10 (2.0),KKR 148-5 (20.0) beat PBKS 93-10 (12.4) by 55 runs!,2.6/10
2025-11-18,43,RCB,RR,RR,S Dube (RR) -> 84* off 45 ; 1-21 (2.0),S Dube (RR) -> 84* off 45,Karan Lal (RR) -> 4-45 (4.0),RR 216-2 (20.0) beat RCB 214-10 (19.1) by 2 runs!,9.7/10
2025-11-19,44,CSK,GT,CSK,GF Linde (GT) -> 51* off 26 ; 1-39 (4.0),KA Pollard (CSK) -> 63* off 41,Fazalhaq Farooqi (CSK) -> 3-18 (4.0),CSK 175-3 (19.3) beat GT 172-9 (20.0) by 7 wickets!,7.8/10
2025-11-19,45,PBKS,MI,PBKS,Shashank Singh (PBKS) -> 22* off 11 ; 4-28 (4.0),Abhishek Sharma (MI) -> 57 off 39,Shashank Singh (PBKS) -> 4-28 (4.0),PBKS 184-7 (20.0) beat MI 146-8 (20.0) by 38 runs!,3.7/10
2025-11-19,46,SRH,KKR,SRH,KL Rahul (SRH) -> 99 off 50,KL Rahul (SRH) -> 99 off 50,KA Maharaj (SRH) -> 3-52 (4.0),SRH 203-3 (20.0) beat KKR 200-5 (20.0) by 3 runs!,8.7/10
2025-11-20,47,DC,RCB,DC,JJ Bumrah (DC) -> 5-33 (4.0),V Kohli (DC) -> 98* off 47,JJ Bumrah (DC) -> 5-33 (4.0),DC 187-6 (17.5) beat RCB 186-7 (20.0) by 4 wickets!,6.8/10
2025-11-21,48,KKR,PBKS,PBKS,C Green (KKR) -> 76 off 44 ; 2-34 (4.0),TH David (PBKS) -> 77* off 39,HJ Manenti (PBKS) -> 4-27 (3.0),PBKS 218-7 (20.0) beat KKR 190-9 (20.0) by 28 runs!,4.5/10
2025-11-22,49,GT,CSK,GT,Tanush Kotian (CSK) -> 37* off 16 ; 3-23 (4.0),JP Inglis (GT) -> 62 off 41,Tanush Kotian (CSK) -> 3-23 (4.0),GT 209-6 (20.0) beat CSK 207-7 (20.0) by 2 runs!,9.7/10
2025-11-22,50,RCB,DC,RCB,PWH de Silva (RCB) -> 86 off 47 ; 2-36 (4.0),Tarang Gohel (DC) -> 93 off 53,JJ Bumrah (DC) -> 3-41 (4.0),RCB 209-6 (20.0) beat DC 208-4 (20.0) by 4 wickets!,9.4/10
2025-11-23,51,PBKS,GT,GT,SH Johnson (GT) -> 4-20 (3.3),FH Allen (PBKS) -> 75 off 47,SH Johnson (GT) -> 4-20 (3.3),GT 182-6 (20.0) beat PBKS 154-10 (18.3) by 28 runs!,3.5/10
2025-11-23,52,DC,LSG,DC,SA Yadav (DC) -> 114* off 60,SA Yadav (DC) -> 114* off 60,LI Meriwala (DC) -> 2-30 (4.0),DC 241-3 (20.0) beat LSG 228-5 (20.0) by 13 runs!,6.3/10
2025-11-23,53,KKR,RR,RR,S Dube (RR) -> 45 off 26 ; 2-42 (4.0),MP Stoinis (KKR) -> 85 off 44,C Green (KKR) -> 2-34 (4.0),RR 221-4 (20.0) beat KKR 207-6 (20.0) by 14 runs!,5.7/10
2025-11-23,54,SRH,MI,MI,KL Rahul (SRH) -> 114* off 63,KL Rahul (SRH) -> 114* off 63,Mohammad Ghazanfar (SRH) -> 2-37 (4.0),MI 221-5 (20.0) beat SRH 217-4 (20.0) by 4 runs!,9.0/10
2025-11-23,55,CSK,RCB,RCB,Ashutosh Sharma (RCB) -> 47* off 26 ; 3-15 (3.0),Ashutosh Sharma (RCB) -> 47* off 26,Ravi Teja (RCB) -> 3-14 (3.0),RCB 185-7 (20.0) beat CSK 126-10 (16.1) by 59 runs!,3.7/10
2025-11-24,56,KKR,SRH,SRH,Naveen-ul-Haq (SRH) -> 3-21 (4.0),KL Rahul (SRH) -> 55* off 47,Naveen-ul-Haq (SRH) -> 3-21 (4.0),SRH 118-4 (15.1) beat KKR 115-9 (20.0) by 6 wickets!,4.8/10
2025-11-24,57,PBKS,LSG,LSG,WG Jacks (LSG) -> 91* off 64 ; 3-27 (4.0),WG Jacks (LSG) -> 91* off 64,WG Jacks (LSG) -> 3-27 (4.0),LSG 158-5 (20.0) beat PBKS 147-10 (20.0) by 11 runs!,6.3/10
2025-11-24,58,RR,MI,MI,Abhishek Sharma (MI) -> 87 off 39,Abhishek Sharma (MI) -> 87 off 39,Noor Ahmad (MI) -> 3-32 (4.0),MI 218-5 (20.0) beat RR 197-6 (20.0) by 21 runs!,3.7/10
2025-11-25,59,DC,SRH,SRH,SA Yadav (DC) -> 67 off 39,SA Yadav (DC) -> 67 off 39,MJ Owen (DC) -> 3-28 (3.4),SRH 206-4 (19.4) beat DC 203-7 (20.0) by 6 wickets!,8.2/10
2025-11-26,60,GT,KKR,GT,C Green (KKR) -> 114* off 57 ; 2-35 (4.0),C Green (KKR) -> 114* off 57,C Green (KKR) -> 2-35 (4.0),GT 222-5 (20.0) beat KKR 217-3 (20.0) by 5 runs!,8.8/10
2025-11-26,61,RR,RCB,RCB,S Dube (RR) -> 52 off 38 ; 1-38 (3.0),PD Salt (RCB) -> 60 off 30,PWH de Silva (RCB) -> 3-31 (4.0),RCB 180-5 (20.0) beat RR 148-10 (19.3) by 32 runs!,3.9/10
2025-11-26,62,DC,CSK,TIE,KA Pollard (CSK) -> 64 off 36,KA Pollard (CSK) -> 64 off 36,Yuvraj Singh (CSK) -> 3-57 (4.0),CSK 206-4 (20.0) tied with DC 206-8 (20.0)!,9.1/10
2025-11-27,63,SRH,GT,SRH,Shadab Khan (SRH) -> 44* off 21 ; 3-25 (3.0),KL Rahul (SRH) -> 60* off 44,Shadab Khan (SRH) -> 3-25 (3.0),SRH 177-6 (20.0) beat GT 132-10 (17.4) by 45 runs!,3.5/10
2025-11-28,64,RCB,MI,RCB,M Pathirana (RCB) -> 4-36 (3.4),AHT Donald (RCB) -> 65 off 31,M Pathirana (RCB) -> 4-36 (3.4),RCB 180-5 (16.4) beat MI 176-10 (18.4) by 5 wickets!,6.2/10
2025-11-28,65,KKR,CSK,CSK,RG Sharma (KKR) -> 78* off 40,RG Sharma (KKR) -> 78* off 40,Yuvraj Singh (CSK) -> 3-39 (4.0),CSK 193-4 (18.1) beat KKR 192-6 (20.0) by 6 wickets!,6.7/10
2025-11-29,66,GT,LSG,GT,RD Gaikwad (GT) -> 94* off 57,RD Gaikwad (GT) -> 94* off 57,GF Linde (GT) -> 3-37 (4.0),GT 202-1 (20.0) beat LSG 189-10 (19.5) by 13 runs!,6.4/10
2025-11-29,67,SRH,RR,SRH,P Simran Singh (SRH) -> 75 off 40,P Simran Singh (SRH) -> 75 off 40,Karan Lal (RR) -> 3-3 (2.0),SRH 152-8 (16.1) beat RR 151-8 (20.0) by 2 wickets!,6.3/10
2025-11-30,68,SRH,PBKS,,,,,,
2025-11-30,69,DC,KKR,,,,,,
2025-11-30,70,RCB,GT,,,,,,
2025-11-30,71,CSK,RR,,,,,,
2025-11-30,72,MI,LSG,,,,,,
2025-12-01,73,DC,MI,,,,,,
2025-12-01,74,CSK,PBKS,,,,,,
2025-12-02,75,LSG,SRH,,,,,,
2025-12-02,76,RCB,KKR,,,,,,
2025-12-03,77,MI,GT,GT,Shaheen Shah Afridi (MI) -> 8* off 13 ; 5-36 (4.0),R Parag (GT) -> 86 off 48,Shaheen Shah Afridi (MI) -> 5-36 (4.0),GT 220-8 (20.0) beat MI 183-7 (20.0) by 37 runs!,4.2/10
2025-12-03,78,RR,DC,,,,,,
2025-12-04,79,CSK,SRH,,,,,,
2025-12-04,80,RCB,PBKS,,,,,,
2025-12-04,81,KKR,LSG,,,,,,
2025-12-05,82,RR,GT,,,,,,
2025-12-06,83,MI,CSK,,,,,,
2025-12-06,84,LSG,RCB,,,,,,
2025-12-06,85,PBKS,DC,,,,,,
2025-12-07,86,PBKS,RR,,,,,,
2025-12-07,87,GT,DC,,,,,,
2025-12-07,88,LSG,CSK,,,,,,
2025-12-07,89,SRH,RCB,,,,,,
2025-12-07,90,MI,KKR,,,,,,
2025-12-09,91,,,,,,,,
2025-12-10,92,,,,,,,,
2025-12-11,93,,,,,,,,
2025-12-12,94,,,,,,,,
