match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,wicket_type,player_dismissed,legal_balls_bowled,wicket_event,fielder,legality,bowler_wicket,islegal,isDotforBatter,isOne,isTwo,isThree,isStrikeRotation,isFour,isSix,isBowlerWicket,is_striker_Out,is_nonstriker_Out,isWicket,total_runs,runs_scored,wickets_down,run_rate,last_fow,partnership_runs,isno,is_faced_by_batter,last_fow_run_rate,fours,sixes,striker_batting_position,non_striker_batting_position,runs_conceeded,isDotforbowler,legal_balls_remaining,target,runs_remaining,reqd_run_rate
M001,1,30/01/25,DC,1,24,LSG,DC,WG Jacks,Shubman Gill,PWH de Silva,1,0,0,0,0,0,,,24,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,25,0,6.25,0,25,False,1,,1,0,2,1,1,0,,,,
M001,1,30/01/25,DC,1,25,LSG,DC,WG Jacks,Shubman Gill,AD Russell,1,0,0,0,0,0,,,25,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,26,0,6.24,0,26,False,1,,1,0,2,1,1,0,,,,
M001,1,30/01/25,DC,1,26,LSG,DC,Shubman Gill,WG Jacks,AD Russell,4,0,0,0,0,0,,,26,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,30,0,6.923076923,0,30,False,1,,2,0,1,2,4,0,,,,
M001,1,30/01/25,DC,1,27,LSG,DC,Shubman Gill,WG Jacks,AD Russell,1,0,0,0,0,0,,,27,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,31,0,6.888888889,0,31,False,1,,2,0,1,2,1,0,,,,
M001,1,30/01/25,DC,1,28,LSG,DC,WG Jacks,Shubman Gill,AD Russell,4,0,0,0,0,0,,,28,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,35,0,7.5,0,35,False,1,,3,0,2,1,4,0,,,,
M001,1,30/01/25,DC,1,29,LSG,DC,WG Jacks,Shubman Gill,AD Russell,1,0,0,0,0,0,,,29,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,36,0,7.448275862,0,36,False,1,,3,0,2,1,1,0,,,,
M001,1,30/01/25,DC,1,30,LSG,DC,Shubman Gill,WG Jacks,AD Russell,1,0,0,0,0,0,,,30,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,37,0,7.4,0,37,False,1,,3,0,1,2,1,0,,,,
M001,1,30/01/25,DC,1,31,LSG,DC,Shubman Gill,WG Jacks,MM Sharma,4,0,0,0,0,0,,,31,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,41,0,7.935483871,0,41,False,1,,4,0,1,2,4,0,,,,
M001,1,30/01/25,DC,1,32,LSG,DC,Shubman Gill,WG Jacks,MM Sharma,1,0,0,0,0,0,,,32,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,42,0,7.875,0,42,False,1,,4,0,1,2,1,0,,,,
M001,1,30/01/25,DC,1,33,LSG,DC,WG Jacks,Shubman Gill,MM Sharma,4,0,0,0,0,0,,,33,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,46,0,8.363636364,0,46,False,1,,5,0,2,1,4,0,,,,
M001,1,30/01/25,DC,1,34,LSG,DC,WG Jacks,Shubman Gill,MM Sharma,0,0,0,0,0,0,,,34,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,46,0,8.117647059,0,46,False,1,,5,0,2,1,0,1,,,,
M001,1,30/01/25,DC,1,35,LSG,DC,WG Jacks,Shubman Gill,MM Sharma,1,0,0,0,0,0,,,35,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,47,0,8.057142857,0,47,False,1,,5,0,2,1,1,0,,,,
M001,1,30/01/25,DC,1,36,LSG,DC,Shubman Gill,WG Jacks,MM Sharma,0,0,0,0,0,0,,,36,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,47,0,7.833333333,0,47,False,1,,5,0,1,2,0,1,,,,
M001,1,30/01/25,DC,1,37,LSG,DC,WG Jacks,Shubman Gill,RA Jadeja,0,0,0,0,0,0,,,37,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,47,0,7.621621622,0,47,False,1,,5,0,2,1,0,1,,,,
M001,1,30/01/25,DC,1,38,LSG,DC,WG Jacks,Shubman Gill,RA Jadeja,1,0,0,0,0,0,,,38,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,48,0,7.578947368,0,48,False,1,,5,0,2,1,1,0,,,,
M001,1,30/01/25,DC,1,39,LSG,DC,Shubman Gill,WG Jacks,RA Jadeja,1,0,0,0,0,0,,,39,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,49,0,7.538461538,0,49,False,1,,5,0,1,2,1,0,,,,
M001,1,30/01/25,DC,1,40,LSG,DC,WG Jacks,Shubman Gill,RA Jadeja,0,0,0,0,0,0,,,40,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,49,0,7.35,0,49,False,1,,5,0,2,1,0,1,,,,
M001,1,30/01/25,DC,1,41,LSG,DC,WG Jacks,Shubman Gill,RA Jadeja,0,0,0,0,0,0,,,41,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,49,0,7.170731707,0,49,False,1,,5,0,2,1,0,1,,,,
M001,1,30/01/25,DC,1,42,LSG,DC,WG Jacks,Shubman Gill,RA Jadeja,4,0,0,0,0,0,,,42,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,53,0,7.571428571,0,53,False,1,,6,0,2,1,4,0,,,,
M001,1,30/01/25,DC,1,43,LSG,DC,Shubman Gill,WG Jacks,K Rabada,4,0,0,0,0,0,,,43,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,57,0,7.953488372,0,57,False,1,,7,0,1,2,4,0,,,,
M001,1,30/01/25,DC,1,44,LSG,DC,Shubman Gill,WG Jacks,K Rabada,1,0,0,0,0,0,,,44,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,58,0,7.909090909,0,58,False,1,,7,0,1,2,1,0,,,,
M001,1,30/01/25,DC,1,45,LSG,DC,WG Jacks,Shubman Gill,K Rabada,0,0,0,0,0,0,,,45,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,58,0,7.733333333,0,58,False,1,,7,0,2,1,0,1,,,,
M001,1,30/01/25,DC,1,46,LSG,DC,WG Jacks,Shubman Gill,K Rabada,0,0,0,0,0,0,,,46,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,58,0,7.565217391,0,58,False,1,,7,0,2,1,0,1,,,,
M001,1,30/01/25,DC,1,47,LSG,DC,WG Jacks,Shubman Gill,K Rabada,0,0,0,0,0,0,,,47,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,58,0,7.404255319,0,58,False,1,,7,0,2,1,0,1,,,,
M001,1,30/01/25,DC,1,48,LSG,DC,WG Jacks,Shubman Gill,K Rabada,1,0,0,0,0,0,,,48,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,59,0,7.375,0,59,False,1,,7,0,2,1,1,0,,,,
M001,1,30/01/25,DC,1,49,LSG,DC,WG Jacks,Shubman Gill,RA Jadeja,1,0,0,0,0,0,,,49,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,60,0,7.346938776,0,60,False,1,,7,0,2,1,1,0,,,,
M001,1,30/01/25,DC,1,50,LSG,DC,Shubman Gill,WG Jacks,RA Jadeja,1,0,0,0,0,0,,,50,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,61,0,7.32,0,61,False,1,,7,0,1,2,1,0,,,,
M001,1,30/01/25,DC,1,51,LSG,DC,WG Jacks,Shubman Gill,RA Jadeja,1,0,0,0,0,0,,,51,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,62,0,7.294117647,0,62,False,1,,7,0,2,1,1,0,,,,
M001,1,30/01/25,DC,1,52,LSG,DC,Shubman Gill,WG Jacks,RA Jadeja,0,0,0,0,0,0,,,52,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,62,0,7.153846154,0,62,False,1,,7,0,1,2,0,1,,,,
M001,1,30/01/25,DC,1,53,LSG,DC,Shubman Gill,WG Jacks,RA Jadeja,1,0,0,0,0,0,,,53,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,63,0,7.132075472,0,63,False,1,,7,0,1,2,1,0,,,,
M001,1,30/01/25,DC,1,54,LSG,DC,WG Jacks,Shubman Gill,RA Jadeja,0,0,0,0,0,0,,,54,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,63,0,7.0,0,63,False,1,,7,0,2,1,0,1,,,,
M001,1,30/01/25,DC,1,55,LSG,DC,Shubman Gill,WG Jacks,K Rabada,1,0,0,0,0,0,,,55,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,64,0,6.981818182,0,64,False,1,,7,0,1,2,1,0,,,,
M001,1,30/01/25,DC,1,56,LSG,DC,WG Jacks,Shubman Gill,K Rabada,1,0,0,0,0,0,,,56,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,65,0,6.964285714,0,65,False,1,,7,0,2,1,1,0,,,,
M001,1,30/01/25,DC,1,57,LSG,DC,Shubman Gill,WG Jacks,K Rabada,0,0,0,0,0,0,,,57,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,65,0,6.842105263,0,65,False,1,,7,0,1,2,0,1,,,,
M001,1,30/01/25,DC,1,58,LSG,DC,Shubman Gill,WG Jacks,K Rabada,0,0,0,0,0,0,,,58,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,65,0,6.724137931,0,65,False,1,,7,0,1,2,0,1,,,,
M001,1,30/01/25,DC,1,59,LSG,DC,Shubman Gill,WG Jacks,K Rabada,6,0,0,0,0,0,,,59,,,True,False,1,0,0,0,0,0,0,1,0,0,0,0,6,71,0,7.220338983,0,71,False,1,,7,1,1,2,6,0,,,,
M001,1,30/01/25,DC,1,60,LSG,DC,Shubman Gill,WG Jacks,K Rabada,1,0,0,0,0,0,,,60,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,72,0,7.2,0,72,False,1,,7,1,1,2,1,0,,,,
M001,1,30/01/25,DC,1,61,LSG,DC,Shubman Gill,WG Jacks,MM Sharma,4,0,0,0,0,0,,,61,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,76,0,7.475409836,0,76,False,1,,8,1,1,2,4,0,,,,
M001,1,30/01/25,DC,1,62,LSG,DC,Shubman Gill,WG Jacks,MM Sharma,1,0,0,0,0,0,,,62,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,77,0,7.451612903,0,77,False,1,,8,1,1,2,1,0,,,,
M001,1,30/01/25,DC,1,63,LSG,DC,WG Jacks,Shubman Gill,MM Sharma,4,0,0,0,0,0,,,63,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,81,0,7.714285714,0,81,False,1,,9,1,2,1,4,0,,,,
M001,1,30/01/25,DC,1,64,LSG,DC,WG Jacks,Shubman Gill,MM Sharma,3,0,0,0,0,0,,,64,,,True,False,1,0,0,0,1,1,0,0,0,0,0,0,3,84,0,7.875,0,84,False,1,,9,1,2,1,3,0,,,,
M001,1,30/01/25,DC,1,65,LSG,DC,Shubman Gill,WG Jacks,MM Sharma,1,0,0,0,0,0,,,65,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,85,0,7.846153846,0,85,False,1,,9,1,1,2,1,0,,,,
M001,1,30/01/25,DC,1,66,LSG,DC,WG Jacks,Shubman Gill,MM Sharma,0,0,0,0,0,0,out,WG Jacks,66,,,True,True,1,1,0,0,0,0,0,0,1,1,0,1,0,85,1,7.727272727,85,0,False,1,7.727272727,9,1,2,1,0,1,,,,
M001,1,30/01/25,DC,1,67,LSG,DC,Shubman Gill,SS Iyer,PWH de Silva,0,0,0,0,0,0,,,67,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,85,1,7.611940299,85,0,False,1,7.727272727,9,1,1,3,0,1,,,,
M001,1,30/01/25,DC,1,68,LSG,DC,Shubman Gill,SS Iyer,PWH de Silva,0,0,0,0,0,0,,,68,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,85,1,7.5,85,0,False,1,7.727272727,9,1,1,3,0,1,,,,
M001,1,30/01/25,DC,1,69,LSG,DC,Shubman Gill,SS Iyer,PWH de Silva,1,0,0,0,0,0,,,69,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,86,1,7.47826087,85,1,False,1,7.727272727,9,1,1,3,1,0,,,,
M001,1,30/01/25,DC,1,70,LSG,DC,SS Iyer,Shubman Gill,PWH de Silva,4,0,0,0,0,0,,,70,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,90,1,7.714285714,85,5,False,1,7.727272727,10,1,3,1,4,0,,,,
M001,1,30/01/25,DC,1,71,LSG,DC,SS Iyer,Shubman Gill,PWH de Silva,4,0,0,0,0,0,,,71,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,94,1,7.943661972,85,9,False,1,7.727272727,11,1,3,1,4,0,,,,
M001,1,30/01/25,DC,1,72,LSG,DC,SS Iyer,Shubman Gill,PWH de Silva,0,0,0,0,0,0,,,72,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,94,1,7.833333333,85,9,False,1,7.727272727,11,1,3,1,0,1,,,,
M001,1,30/01/25,DC,1,73,LSG,DC,Shubman Gill,SS Iyer,MM Sharma,4,0,0,0,0,0,,,73,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,98,1,8.054794521,85,13,False,1,7.727272727,12,1,1,3,4,0,,,,
M001,1,30/01/25,DC,1,74,LSG,DC,Shubman Gill,SS Iyer,MM Sharma,0,0,0,0,0,0,,,74,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,98,1,7.945945946,85,13,False,1,7.727272727,12,1,1,3,0,1,,,,
M001,1,30/01/25,DC,1,75,LSG,DC,Shubman Gill,SS Iyer,MM Sharma,1,0,0,0,0,0,,,75,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,99,1,7.92,85,14,False,1,7.727272727,12,1,1,3,1,0,,,,
M001,1,30/01/25,DC,1,76,LSG,DC,SS Iyer,Shubman Gill,MM Sharma,1,0,0,0,0,0,,,76,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,100,1,7.894736842,85,15,False,1,7.727272727,12,1,3,1,1,0,,,,
M001,1,30/01/25,DC,1,77,LSG,DC,Shubman Gill,SS Iyer,MM Sharma,1,0,0,0,0,0,,,77,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,101,1,7.87012987,85,16,False,1,7.727272727,12,1,1,3,1,0,,,,
M001,1,30/01/25,DC,1,78,LSG,DC,SS Iyer,Shubman Gill,MM Sharma,1,0,0,0,0,0,,,78,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,102,1,7.846153846,85,17,False,1,7.727272727,12,1,3,1,1,0,,,,
M001,1,30/01/25,DC,1,79,LSG,DC,SS Iyer,Shubman Gill,RA Jadeja,0,0,0,0,0,0,,,79,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,102,1,7.746835443,85,17,False,1,7.727272727,12,1,3,1,0,1,,,,
M001,1,30/01/25,DC,1,80,LSG,DC,SS Iyer,Shubman Gill,RA Jadeja,1,0,0,0,0,0,,,80,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,103,1,7.725,85,18,False,1,7.727272727,12,1,3,1,1,0,,,,
M001,1,30/01/25,DC,1,81,LSG,DC,Shubman Gill,SS Iyer,RA Jadeja,3,0,0,0,0,0,,,81,,,True,False,1,0,0,0,1,1,0,0,0,0,0,0,3,106,1,7.851851852,85,21,False,1,7.727272727,12,1,1,3,3,0,,,,
M001,1,30/01/25,DC,1,82,LSG,DC,SS Iyer,Shubman Gill,RA Jadeja,4,0,0,0,0,0,,,82,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,110,1,8.048780488,85,25,False,1,7.727272727,13,1,3,1,4,0,,,,
M001,1,30/01/25,DC,1,83,LSG,DC,SS Iyer,Shubman Gill,RA Jadeja,4,0,0,0,0,0,,,83,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,114,1,8.240963855,85,29,False,1,7.727272727,14,1,3,1,4,0,,,,
M001,1,30/01/25,DC,1,84,LSG,DC,SS Iyer,Shubman Gill,RA Jadeja,1,0,0,0,0,0,,,84,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,115,1,8.214285714,85,30,False,1,7.727272727,14,1,3,1,1,0,,,,
M001,1,30/01/25,DC,1,85,LSG,DC,SS Iyer,Shubman Gill,PWH de Silva,4,0,0,0,0,0,,,85,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,119,1,8.4,85,34,False,1,7.727272727,15,1,3,1,4,0,,,,
M001,1,30/01/25,DC,1,86,LSG,DC,SS Iyer,Shubman Gill,PWH de Silva,2,0,0,0,0,0,,,86,,,True,False,1,0,0,1,0,1,0,0,0,0,0,0,2,121,1,8.441860465,85,36,False,1,7.727272727,15,1,3,1,2,0,,,,
M001,1,30/01/25,DC,1,87,LSG,DC,SS Iyer,Shubman Gill,PWH de Silva,4,0,0,0,0,0,,,87,,,True,False,1,0,0,0,0,0,1,0,0,0,0,0,4,125,1,8.620689655,85,40,False,1,7.727272727,16,1,3,1,4,0,,,,
M001,1,30/01/25,DC,1,88,LSG,DC,SS Iyer,Shubman Gill,PWH de Silva,1,0,0,0,0,0,,,88,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,126,1,8.590909091,85,41,False,1,7.727272727,16,1,3,1,1,0,,,,
M001,1,30/01/25,DC,1,89,LSG,DC,Shubman Gill,SS Iyer,PWH de Silva,1,0,0,0,0,0,,,89,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,127,1,8.561797753,85,42,False,1,7.727272727,16,1,1,3,1,0,,,,
M001,1,30/01/25,DC,1,90,LSG,DC,SS Iyer,Shubman Gill,PWH de Silva,1,0,0,0,0,0,,,90,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,128,1,8.533333333,85,43,False,1,7.727272727,16,1,3,1,1,0,,,,
M001,1,30/01/25,DC,1,91,LSG,DC,SS Iyer,Shubman Gill,AD Russell,0,0,0,0,0,0,,,91,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,128,1,8.43956044,85,43,False,1,7.727272727,16,1,3,1,0,1,,,,
M001,1,30/01/25,DC,1,92,LSG,DC,SS Iyer,Shubman Gill,AD Russell,2,0,0,0,0,0,,,92,,,True,False,1,0,0,1,0,1,0,0,0,0,0,0,2,130,1,8.47826087,85,45,False,1,7.727272727,16,1,3,1,2,0,,,,
M001,1,30/01/25,DC,1,93,LSG,DC,SS Iyer,Shubman Gill,AD Russell,2,0,0,0,0,0,,,93,,,True,False,1,0,0,1,0,1,0,0,0,0,0,0,2,132,1,8.516129032,85,47,False,1,7.727272727,16,1,3,1,2,0,,,,
M001,1,30/01/25,DC,1,94,LSG,DC,SS Iyer,Shubman Gill,AD Russell,0,0,0,0,0,0,,,94,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,132,1,8.425531915,85,47,False,1,7.727272727,16,1,3,1,0,1,,,,
M001,1,30/01/25,DC,1,95,LSG,DC,SS Iyer,Shubman Gill,AD Russell,1,0,0,0,0,0,,,95,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,133,1,8.4,85,48,False,1,7.727272727,16,1,3,1,1,0,,,,
M001,1,30/01/25,DC,1,96,LSG,DC,Shubman Gill,SS Iyer,AD Russell,1,0,0,0,0,0,,,96,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,134,1,8.375,85,49,False,1,7.727272727,16,1,1,3,1,0,,,,
M001,1,30/01/25,DC,1,97,LSG,DC,Shubman Gill,SS Iyer,PWH de Silva,0,0,0,0,0,0,,,97,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,134,1,8.288659794,85,49,False,1,7.727272727,16,1,1,3,0,1,,,,
M001,1,30/01/25,DC,1,98,LSG,DC,Shubman Gill,SS Iyer,PWH de Silva,3,0,0,0,0,0,,,98,,,True,False,1,0,0,0,1,1,0,0,0,0,0,0,3,137,1,8.387755102,85,52,False,1,7.727272727,16,1,1,3,3,0,,,,
M001,1,30/01/25,DC,1,99,LSG,DC,SS Iyer,Shubman Gill,PWH de Silva,2,0,0,0,0,0,,,99,,,True,False,1,0,0,1,0,1,0,0,0,0,0,0,2,139,1,8.424242424,85,54,False,1,7.727272727,16,1,3,1,2,0,,,,
M001,1,30/01/25,DC,1,100,LSG,DC,SS Iyer,Shubman Gill,PWH de Silva,1,0,0,0,0,0,,,100,,,True,False,1,0,1,0,0,1,0,0,0,0,0,0,1,140,1,8.4,85,55,False,1,7.727272727,16,1,3,1,1,0,,,,
M001,1,30/01/25,DC,1,101,LSG,DC,Shubman Gill,SS Iyer,PWH de Silva,0,0,0,0,0,0,,,101,,,True,False,1,1,0,0,0,0,0,0,0,0,0,0,0,140,1,8.316831683,85,55,False,1,7.727272727,16,1,1,3,0,1,,,,
