match_id,innings,runs,balls,SR,post_1st_strike_score,exit_pt_score,win,PP_perf,Middle_perf,Death_perf,batter,team,team_total,pitch
S08M042,2,47,28,167.86,94-3(8.2),179-5(17.1),0,,39 off 24,8 off 4,N Sindhu,DC,10-189 (117),spin
S08M004,1,0,1,0.0,32-2(3.2),32-2(3.2),1,0 off 1,,,Abhishek Sharma,MI,7-168 (120),spin
S08M010,2,65,52,125.0,0-1(0.3),189-7(19.4),0,14 off 18,39 off 25,12 off 9,Abhishek Sharma,MI,7-189 (120),pace
S08M013,2,6,6,100.0,39-1(3.0),57-2(4.5),0,6 off 6,,,Abhishek Sharma,MI,10-129 (95),pace
S08M017,1,62,42,147.62,0-1(0.2),166-4(16.0),0,34 off 18,26 off 21,2 off 3,Abhishek Sharma,MI,5-209 (120),pace
S08M022,1,17,10,170.0,0-1(0.2),45-2(4.2),0,17 off 10,,,Abhishek Sharma,MI,10-172 (117),pace
S08M030,2,46,31,148.39,29-1(1.3),137-2(12.4),0,15 off 10,31 off 21,,Abhishek Sharma,MI,8-216 (120),pace
S08M033,2,38,23,165.22,39-1(3.4),112-2(11.5),1,15 off 5,23 off 18,,Abhishek Sharma,MI,3-206 (114),pace
S08M037,2,23,13,176.92,67-1(5.2),96-2(8.2),1,9 off 4,14 off 9,,Abhishek Sharma,MI,4-193 (101),spin
S08M007,2,66,34,194.12,72-3(7.2),,0,,34 off 21,32 off 13,PHKD Mendis,PBKS,9-213 (120),pace
S08M015,2,14,5,280.0,176-2(15.2),186-3(16.0),1,,,14 off 5,PHKD Mendis,PBKS,7-238 (115),spin
S08M018,2,21,11,190.91,80-3(8.4),106-4(11.2),0,,21 off 11,,PHKD Mendis,PBKS,10-151 (101),spin
S08M021,1,47,26,180.77,87-3(9.4),164-7(17.0),0,,39 off 19,8 off 7,PHKD Mendis,PBKS,8-195 (120),pace
S08M027,2,73,46,158.7,22-3(2.4),168-5(17.4),0,15 off 11,49 off 30,9 off 5,PHKD Mendis,PBKS,9-188 (120),pace
S08M033,1,11,9,122.22,78-3(6.0),101-4(8.4),0,1 off 1,10 off 8,,PHKD Mendis,PBKS,6-204 (120),pace
S08M036,1,13,7,185.71,145-5(15.0),,1,,1 off 1,12 off 6,PHKD Mendis,PBKS,10-164 (113),spin
S08M045,1,7,9,77.78,119-3(11.2),140-5(14.5),1,,7 off 9,,PHKD Mendis,PBKS,9-194 (120),spin
S08M001,1,16,10,160.0,1-0(0.2),24-2(2.1),1,16 off 10,,,P Simran Singh,SRH,3-225 (120),spin
S08M007,1,72,43,167.44,2-0(0.3),,1,17 off 10,36 off 23,19 off 10,P Simran Singh,SRH,3-217 (120),pace
S08M012,2,17,8,212.5,7-0(0.2),37-1(3.1),1,17 off 8,,,P Simran Singh,SRH,2-174 (99),pace
S08M016,2,2,2,100.0,3-0(0.2),3-1(0.3),1,2 off 2,,,P Simran Singh,SRH,5-208 (113),pace
S08M025,1,56,33,169.7,0-0(0.1),113-3(11.2),0,20 off 15,36 off 18,,P Simran Singh,SRH,10-161 (108),pace
S08M029,1,12,11,109.09,0-0(0.1),27-1(3.5),0,12 off 11,,,P Simran Singh,SRH,10-186 (115),spin
S08M035,2,20,9,222.22,4-0(0.1),21-1(1.4),1,20 off 9,,,P Simran Singh,SRH,4-174 (115),pace
S08M040,2,40,31,129.03,4-0(0.1),62-2(8.2),0,29 off 25,11 off 6,,P Simran Singh,SRH,9-187 (120),neutralish
S08M043,1,14,10,140.0,1-0(0.1),41-2(3.4),1,14 off 10,,,P Simran Singh,SRH,3-229 (120),pace
S08M003,1,48,22,218.18,1-0(0.1),81-2(6.0),0,48 off 22,,,SV Samson,GT,6-209 (120),pace
S08M010,1,46,35,131.43,0-0(0.1),93-4(10.0),1,28 off 23,18 off 12,,SV Samson,GT,10-193 (120),pace
S08M011,1,56,33,169.7,1-0(0.0),103-5(11.3),1,36 off 19,20 off 14,,SV Samson,GT,8-200 (120),neutralish
S08M018,1,6,5,120.0,1-0(0.0),7-1(0.5),1,6 off 5,,,SV Samson,GT,4-197 (120),spin
S08M023,1,27,22,122.73,0-0(0.1),91-4(8.5),0,24 off 16,3 off 6,,SV Samson,GT,10-159 (105),spin
S08M029,2,27,16,168.75,4-0(0.1),60-2(5.3),1,27 off 16,,,SV Samson,GT,7-187 (116),spin
S08M035,1,30,23,130.43,0-0(0.1),67-3(7.5),0,23 off 15,7 off 8,,SV Samson,GT,8-172 (120),pace
S08M039,1,8,11,72.73,2-0(0.2),39-1(4.3),1,8 off 11,,,SV Samson,GT,4-220 (120),neutralish
S08M009,1,4,4,100.0,98-2(9.0),106-3(9.5),1,,4 off 4,,WL Madsen,KKR,6-209 (120),neutralish
S08M013,1,4,2,200.0,10-3(1.3),10-4(1.4),1,4 off 2,,,WL Madsen,KKR,10-130 (93),pace
S08M023,2,28,22,127.27,21-2(1.5),99-4(11.1),1,14 off 10,14 off 12,,WL Madsen,KKR,6-160 (111),spin
S08M026,1,42,17,247.06,14-1(1.4),79-2(7.0),1,41 off 15,1 off 2,,WL Madsen,KKR,10-170 (107),spin
S08M031,2,56,31,180.65,80-1(8.0),210-2(19.1),0,,28 off 20,28 off 11,WL Madsen,KKR,3-223 (120),spin
S08M037,1,52,31,167.74,14-1(1.5),88-4(10.1),0,34 off 20,18 off 11,,WL Madsen,KKR,7-187 (120),spin
S08M042,1,55,42,130.95,3-0(0.3),109-1(13.0),1,24 off 19,31 off 23,,WL Madsen,KKR,3-203 (120),spin
S08M003,1,62,30,206.67,118-4(10.2),,0,,21 off 14,41 off 16,V Nigam,GT,6-209 (120),pace
S08M010,1,1,3,33.33,86-2(8.3),87-3(9.0),1,,1 off 3,,V Nigam,GT,10-193 (120),pace
S08M011,1,35,24,145.83,96-4(9.5),144-6(16.5),1,,24 off 17,11 off 7,V Nigam,GT,8-200 (120),neutralish
S08M018,1,18,13,138.46,134-4(14.0),,1,,3 off 4,15 off 9,V Nigam,GT,4-197 (120),spin
S08M023,1,32,18,177.78,95-4(9.0),,0,,29 off 15,3 off 3,V Nigam,GT,10-159 (105),spin
S08M029,2,44,22,200.0,107-4(10.2),,1,,21 off 13,23 off 9,V Nigam,GT,7-187 (116),spin
S08M035,1,29,24,120.83,72-4(8.3),154-6(17.5),0,,16 off 15,13 off 9,V Nigam,GT,8-172 (120),pace
S08M039,1,13,4,325.0,205-4(19.2),,1,,,13 off 4,V Nigam,GT,4-220 (120),neutralish
S08M012,1,20,16,125.0,49-3(5.3),81-4(9.1),0,5 off 3,15 off 13,,T Stubbs,CSK,10-171 (118),pace
S08M024,1,82,52,157.69,34-3(4.4),,0,8 off 8,34 off 28,40 off 16,T Stubbs,CSK,4-186 (120),pace
S08M030,1,50,25,200.0,116-2(11.5),208-5(19.3),1,,17 off 12,33 off 13,T Stubbs,CSK,5-218 (120),pace
S08M034,2,20,6,333.33,217-5(18.5),,0,,,20 off 6,T Stubbs,CSK,6-236 (120),spin
S08M040,1,39,31,125.81,81-2(6.5),185-7(17.0),1,,36 off 28,3 off 3,T Stubbs,CSK,10-194 (120),neutralish
S08M045,2,14,22,63.64,7-2(2.5),37-3(8.4),0,3 off 14,11 off 8,,T Stubbs,CSK,10-94 (108),spin
S08M004,2,17,9,188.89,120-4(14.0),,0,,3 off 3,14 off 6,Shashank Singh,PBKS,10-160 (111),spin
S08M015,2,18,5,360.0,198-4(17.0),,1,,,18 off 5,Shashank Singh,PBKS,7-238 (115),spin
S08M018,2,10,9,111.11,118-5(12.2),145-8(16.0),0,,5 off 6,5 off 3,Shashank Singh,PBKS,10-151 (101),spin
S08M021,1,23,13,176.92,110-4(11.2),152-5(15.4),0,,19 off 11,4 off 2,Shashank Singh,PBKS,8-195 (120),pace
S08M027,2,24,12,200.0,143-4(15.4),182-6(19.0),0,,,24 off 12,Shashank Singh,PBKS,9-188 (120),pace
S08M033,1,63,32,196.88,102-4(8.5),,0,,19 off 17,44 off 15,Shashank Singh,PBKS,6-204 (120),pace
S08M036,1,33,26,126.92,36-4(5.5),144-5(14.5),1,4 off 2,29 off 24,,Shashank Singh,PBKS,10-164 (113),spin
S08M045,1,29,18,161.11,124-4(12.3),194-9(20.0),1,,12 off 9,17 off 9,Shashank Singh,PBKS,9-194 (120),spin
S08M009,1,25,20,125.0,107-3(10.0),156-4(15.3),1,,24 off 18,1 off 2,C Green,KKR,6-209 (120),neutralish
S08M013,1,57,35,162.86,6-3(1.2),121-7(12.4),1,24 off 15,33 off 20,,C Green,KKR,10-130 (93),pace
S08M019,1,37,20,185.0,12-1(1.2),69-3(7.2),0,32 off 14,5 off 6,,C Green,KKR,10-176 (106),pace
S08M023,2,64,47,136.17,23-3(2.3),,1,17 off 14,37 off 25,10 off 8,C Green,KKR,6-160 (111),spin
S08M026,1,11,9,122.22,81-2(7.2),102-3(9.4),1,,11 off 9,,C Green,KKR,10-170 (107),spin
S08M031,2,1,1,100.0,211-2(19.2),,0,,,1 off 1,C Green,KKR,3-223 (120),spin
S08M037,1,21,14,150.0,37-2(4.2),88-3(9.4),0,1 off 2,20 off 12,,C Green,KKR,7-187 (120),spin
S08M042,1,1,4,25.0,110-1(13.2),115-3(14.1),1,,1 off 4,,C Green,KKR,3-203 (120),spin
S08M001,1,48,21,228.57,109-3(11.2),,1,,5 off 6,43 off 15,VR Iyer,SRH,3-225 (120),spin
S08M007,1,75,32,234.38,110-3(11.5),,1,,19 off 12,56 off 20,VR Iyer,SRH,3-217 (120),pace
S08M016,2,5,9,55.56,70-3(6.5),102-4(10.0),1,,5 off 9,,VR Iyer,SRH,5-208 (113),pace
S08M025,1,18,12,150.0,114-3(11.3),138-5(14.5),0,,18 off 12,,VR Iyer,SRH,10-161 (108),pace
S08M029,1,5,4,125.0,130-4(14.0),166-5(16.1),0,,4 off 2,1 off 2,VR Iyer,SRH,10-186 (115),spin
S08M035,2,7,2,350.0,160-4(18.4),,1,,,7 off 2,VR Iyer,SRH,4-174 (115),pace
S08M040,2,3,3,100.0,136-4(15.3),138-5(16.0),0,,,3 off 3,VR Iyer,SRH,9-187 (120),neutralish
S08M043,1,53,23,230.43,151-3(14.2),,1,,3 off 3,50 off 20,VR Iyer,SRH,3-229 (120),pace
S08M003,1,4,3,133.33,1-0(0.2),5-1(0.4),0,4 off 3,,,JP Inglis,GT,6-209 (120),pace
S08M010,1,36,18,200.0,5-0(0.3),82-1(7.4),1,32 off 14,4 off 4,,JP Inglis,GT,10-193 (120),pace
S08M011,1,3,4,75.0,3-0(0.3),13-1(1.3),1,3 off 4,,,JP Inglis,GT,8-200 (120),neutralish
S08M018,1,46,31,148.39,24-2(3.0),132-3(13.1),1,13 off 10,33 off 21,,JP Inglis,GT,4-197 (120),spin
S08M023,1,22,7,314.29,51-2(5.2),71-3(6.5),0,17 off 4,5 off 3,,JP Inglis,GT,10-159 (105),spin
S08M029,2,11,7,157.14,61-2(5.4),76-3(7.1),1,1 off 1,10 off 6,,JP Inglis,GT,7-187 (116),spin
S08M035,1,4,2,200.0,5-1(1.0),6-2(1.2),0,4 off 2,,,JP Inglis,GT,8-172 (120),pace
S08M039,1,82,37,221.62,1-0(0.1),116-2(10.4),1,47 off 21,35 off 16,,JP Inglis,GT,4-220 (120),neutralish
S08M001,2,2,4,50.0,128-4(12.3),131-6(13.3),0,,2 off 4,,Abhishek Pathak,RCB,10-131 (90),spin
S08M006,1,34,21,161.9,96-4(7.3),163-6(14.2),0,,34 off 21,,Abhishek Pathak,RCB,10-217 (114),pace
S08M028,1,88,38,231.58,89-3(8.2),,0,,39 off 23,49 off 15,Abhishek Pathak,RCB,6-238 (120),pace
S08M032,1,72,30,240.0,106-4(10.4),,0,,28 off 12,44 off 18,Abhishek Pathak,RCB,8-211 (120),pace
S08M038,1,11,8,137.5,57-3(5.4),73-4(7.4),0,4 off 3,7 off 5,,Abhishek Pathak,RCB,10-126 (92),pace
S08M004,1,30,19,157.89,48-3(6.2),99-4(12.3),1,,30 off 19,,MR Marsh,MI,7-168 (120),spin
S08M010,2,23,18,127.78,88-3(9.2),146-4(16.0),0,,22 off 15,1 off 3,MR Marsh,MI,7-189 (120),pace
S08M013,2,6,4,150.0,64-5(6.0),69-6(6.4),0,2 off 1,4 off 3,,MR Marsh,MI,10-129 (95),pace
S08M017,1,42,23,182.61,141-3(13.3),,0,,12 off 7,30 off 16,MR Marsh,MI,5-209 (120),pace
S08M022,1,48,35,137.14,45-2(4.3),157-6(16.3),0,16 off 7,25 off 24,7 off 4,MR Marsh,MI,10-172 (117),pace
S08M030,2,26,11,236.36,143-3(13.4),180-5(16.3),0,,9 off 6,17 off 5,MR Marsh,MI,8-216 (120),pace
S08M033,2,20,6,333.33,176-3(17.2),,1,,,20 off 6,MR Marsh,MI,3-206 (114),pace
S08M037,2,12,4,300.0,174-3(15.3),,1,,,12 off 4,MR Marsh,MI,4-193 (101),spin
S08M003,2,41,23,178.26,116-5(11.4),,1,,18 off 13,23 off 10,HH Pandya,LSG,8-211 (114),pace
