Date,Match_Num,Home,Away,Winner,POTM_performance,Top_Scorer,Top_Bowler,Match_Report,Match_Rating
2026-06-28,16,SRH,RR,SRH,Kartik Sharma (SRH) -> 128* off 50,Kartik Sharma (SRH) -> 128* off 50,Ravi Teja (SRH) -> 2-22 (4.0),SRH 208-5 (18.5) beat RR 205-5 (20.0) by 5 wickets!,6.0/10
2026-06-28,17,MI,LSG,LSG,Rohan Kunnummal (MI) -> 83 off 41,Rohan Kunnummal (MI) -> 83 off 41,Shivam Shukla (MI) -> 2-29 (4.0),LSG 211-6 (19.5) beat MI 209-5 (20.0) by 4 wickets!,7.2/10
2026-06-28,18,PBKS,GT,GT,Naman Dhir (GT) -> 63 off 34,Naman Dhir (GT) -> 63 off 34,Sufiyan Muqeem (GT) -> 3-19 (2.5),GT 197-4 (20.0) beat PBKS 151-10 (16.5) by 46 runs!,3.8/10
2026-06-28,19,KKR,RCB,RCB,HJ Manenti (RCB) -> 4-29 (3.0),Priyansh Arya (RCB) -> 83* off 47,HJ Manenti (RCB) -> 4-29 (3.0),RCB 179-2 (18.0) beat KKR 176-10 (17.4) by 8 wickets!,6.1/10
2026-06-28,20,CSK,DC,DC,SA Yadav (DC) -> 98 off 51,SA Yadav (DC) -> 98 off 51,RE van der Merwe (CSK) -> 3-54 (4.0),DC 222-5 (20.0) beat CSK 216-5 (20.0) by 6 runs!,8.4/10
2026-07-04,21,RR,PBKS,RR,S Dube (RR) -> 48 off 24 ; 1-7 (1.0),S Dube (RR) -> 48 off 24,L Ngidi (RR) -> 3-38 (4.0),RR 196-8 (18.5) beat PBKS 195-8 (20.0) by 2 wickets!,6.3/10
2026-07-04,22,RCB,MI,RCB,Atharva Taide (RCB) -> 81 off 49,Atharva Taide (RCB) -> 81 off 49,PWH de Silva (RCB) -> 3-34 (4.0),RCB 178-5 (18.0) beat MI 172-10 (19.3) by 5 wickets!,6.8/10
2026-07-04,23,GT,KKR,KKR,C Green (KKR) -> 64* off 47 ; 2-44 (3.3),C Green (KKR) -> 64* off 47,Parvej Musaraf (KKR) -> 3-37 (4.0),KKR 160-6 (18.3) beat GT 159-10 (17.3) by 4 wickets!,6.7/10
2026-07-04,24,LSG,CSK,LSG,T Stubbs (CSK) -> 82* off 52,T Stubbs (CSK) -> 82* off 52,Mohammad Amir (LSG) -> 2-27 (4.0),LSG 190-5 (19.4) beat CSK 186-4 (20.0) by 5 wickets!,7.5/10
2026-07-04,25,SRH,DC,DC,GJ Maxwell (DC) -> 96* off 54 ; 2-37 (4.0),GJ Maxwell (DC) -> 96* off 54,JJ Bumrah (DC) -> 4-22 (3.0),DC 164-6 (17.1) beat SRH 161-10 (18.0) by 4 wickets!,6.5/10
2026-07-05,26,RR,KKR,KKR,Pulkit Narang (KKR) -> 0 off 1 ; 4-11 (3.0),Ishan Kishan (KKR) -> 65 off 47,Pulkit Narang (KKR) -> 4-11 (3.0),KKR 170-10 (17.5) beat RR 154-10 (17.0) by 16 runs!,6.5/10
2026-07-05,27,PBKS,LSG,LSG,Arshdeep Singh (LSG) -> 4-43 (4.0),PHKD Mendis (PBKS) -> 73 off 46,Arshdeep Singh (LSG) -> 4-43 (4.0),LSG 195-4 (20.0) beat PBKS 188-9 (20.0) by 7 runs!,7.5/10
2026-07-05,28,DC,RCB,DC,Abhishek Pathak (RCB) -> 88* off 38,Abhishek Pathak (RCB) -> 88* off 38,MJ Owen (DC) -> 2-26 (2.0),DC 242-4 (19.2) beat RCB 238-6 (20.0) by 6 wickets!,8.2/10
2026-07-05,29,GT,SRH,GT,Sufiyan Muqeem (GT) -> 5-37 (4.0),Kartik Sharma (SRH) -> 72 off 29,Sufiyan Muqeem (GT) -> 5-37 (4.0),GT 187-7 (19.2) beat SRH 186-10 (19.1) by 3 wickets!,8.3/10
2026-07-05,30,CSK,MI,CSK,Tilak Varma (CSK) -> 91 off 46,Urvil Patel (MI) -> 97 off 52,Geet Puri (CSK) -> 2-24 (4.0),CSK 218-5 (20.0) beat MI 216-8 (20.0) by 2 runs!,9.7/10
2026-07-11,31,KKR,LSG,LSG,Ishan Kishan (KKR) -> 116 off 61,Ishan Kishan (KKR) -> 116 off 61,DS Rathi (LSG) -> 2-37 (3.0),LSG 224-3 (20.0) beat KKR 223-3 (20.0) by 1 run!,9.4/10
2026-07-11,32,RR,RCB,RR,Aniket Verma (RR) -> 92 off 43,Aniket Verma (RR) -> 92 off 43,SS Ghosh (RCB) -> 4-45 (4.0),RR 215-9 (18.1) beat RCB 211-8 (20.0) by 1 wicket!,7.5/10
2026-07-11,33,MI,PBKS,MI,Urvil Patel (MI) -> 94* off 57,Urvil Patel (MI) -> 94* off 57,JR Hazlewood (MI) -> 2-27 (4.0),MI 206-3 (19.0) beat PBKS 204-6 (20.0) by 7 wickets!,7.8/10
2026-07-11,34,DC,CSK,DC,Tilak Varma (CSK) -> 113 off 57,Tilak Varma (CSK) -> 113 off 57,Harsh Dubey (DC) -> 3-33 (4.0),DC 250-3 (20.0) beat CSK 236-6 (20.0) by 14 runs!,6.4/10
2026-07-11,35,SRH,GT,SRH,BM Duckett (SRH) -> 76 off 51,BM Duckett (SRH) -> 76 off 51,J Overton (GT) -> 3-38 (4.0),SRH 174-4 (19.1) beat GT 172-8 (20.0) by 6 wickets!,7.7/10
2026-07-12,36,PBKS,RR,PBKS,Vansh Bedi (PBKS) -> 77 off 35,Vansh Bedi (PBKS) -> 77 off 35,Mohammad Ghazanfar (RR) -> 3-14 (3.0),PBKS 164-10 (18.5) beat RR 148-7 (20.0) by 16 runs!,6.0/10
2026-07-12,37,MI,KKR,MI,Urvil Patel (MI) -> 83 off 44,Urvil Patel (MI) -> 83 off 44,Ehsan Khan (MI) -> 2-34 (4.0),MI 193-4 (16.5) beat KKR 187-7 (20.0) by 6 wickets!,5.8/10
2026-07-12,38,RCB,DC,DC,Easwaran K (DC) -> 4-33 (4.0),GJ Maxwell (DC) -> 49 off 22,Easwaran K (DC) -> 4-33 (4.0),DC 130-3 (11.3) beat RCB 126-10 (15.2) by 7 wickets!,5.4/10
2026-07-12,39,GT,LSG,GT,JP Inglis (GT) -> 82 off 37,JP Inglis (GT) -> 82 off 37,GF Linde (GT) -> 3-27 (3.0),GT 220-4 (20.0) beat LSG 182-10 (18.2) by 38 runs!,3.7/10
2026-07-12,40,SRH,CSK,CSK,Rasikh Salam (SRH) -> 0 off 1 ; 4-40 (4.0),Kartik Sharma (SRH) -> 73* off 34,Rasikh Salam (SRH) -> 4-40 (4.0),CSK 194-10 (20.0) beat SRH 187-9 (20.0) by 7 runs!,7.8/10
2026-07-18,41,RCB,GT,RCB,Priyansh Arya (RCB) -> 96 off 56,Priyansh Arya (RCB) -> 96 off 56,M Pathirana (RCB) -> 3-35 (4.0),RCB 219-2 (19.4) beat GT 217-5 (20.0) by 8 wickets!,5.0/10
2026-07-18,42,DC,KKR,KKR,Shahbaz Ahmed (KKR) -> 4-32 (4.0),GJ Maxwell (DC) -> 75 off 41,Shahbaz Ahmed (KKR) -> 4-32 (4.0),KKR 203-3 (20.0) beat DC 189-10 (19.3) by 14 runs!,6.2/10
2026-07-18,43,LSG,SRH,SRH,KL Rahul (SRH) -> 100* off 55,KL Rahul (SRH) -> 100* off 55,NT Ellis (SRH) -> 4-43 (4.0),SRH 229-3 (20.0) beat LSG 222-7 (20.0) by 7 runs!,7.3/10
2026-07-18,44,RR,MI,RR,Aniket Verma (RR) -> 110 off 49,Aniket Verma (RR) -> 110 off 49,Karan Lal (RR) -> 2-38 (4.0),RR 241-6 (20.0) beat MI 220-5 (20.0) by 21 runs!,4.0/10
2026-07-18,45,PBKS,CSK,PBKS,Prashant Solanki (CSK) -> 4* off 5 ; 5-21 (4.0),TL Seifert (PBKS) -> 53 off 27,Prashant Solanki (CSK) -> 5-21 (4.0),PBKS 194-9 (20.0) beat CSK 94-10 (18.0) by 100 runs!,3.9/10
2026-07-19,46,GT,DC,DC,Tarang Gohel (DC) -> 117 off 52,Tarang Gohel (DC) -> 117 off 52,DS Airee (DC) -> 3-50 (4.0),DC 251-4 (20.0) beat GT 245-4 (20.0) by 6 wickets!,9.4/10
2026-07-19,47,MI,SRH,SRH,Abhishek Sharma (MI) -> 63 off 37 ; 1-22 (3.0),KL Rahul (SRH) -> 82* off 40,KH Pandya (SRH) -> 4-36 (4.0),SRH 190-4 (18.3) beat MI 187-8 (20.0) by 6 wickets!,6.8/10
2026-07-19,48,CSK,RCB,RCB,Sonu Yadav (CSK) -> 33* off 16 ; 2-45 (4.0),Priyansh Arya (RCB) -> 60 off 31,M Pathirana (RCB) -> 2-38 (4.0),RCB 194-6 (18.2) beat CSK 193-7 (20.0) by 4 wickets!,6.7/10
2026-07-19,49,KKR,RR,KKR,Ishan Kishan (KKR) -> 100* off 55,Ishan Kishan (KKR) -> 100* off 55,B Kumar (KKR) -> 3-34 (4.0),KKR 189-2 (17.4) beat RR 188-9 (20.0) by 8 wickets!,3.9/10
2026-07-19,50,LSG,PBKS,LSG,Ajay Rohera (LSG) -> 71* off 34,Ajay Rohera (LSG) -> 71* off 34,Ashwin Das (LSG) -> 2-34 (4.0),LSG 210-4 (19.0) beat PBKS 207-4 (20.0) by 6 wickets!,8.0/10
2026-07-25,51,MI,CSK,,,,,,
2026-07-25,52,RR,GT,,,,,,
2026-07-25,53,SRH,KKR,,,,,,
2026-07-25,54,PBKS,DC,,,,,,
2026-07-25,55,RCB,LSG,,,,,,
2026-07-26,56,RR,DC,,,,,,
2026-07-26,57,KKR,SRH,,,,,,
2026-07-26,58,GT,MI,,,,,,
2026-07-26,59,CSK,LSG,,,,,,
2026-07-26,60,RCB,PBKS,,,,,,
2026-08-01,61,DC,GT,,,,,,
2026-08-01,62,CSK,RR,,,,,,
2026-08-01,63,PBKS,SRH,,,,,,
2026-08-01,64,MI,RCB,,,,,,
2026-08-01,65,LSG,KKR,,,,,,
2026-08-02,66,SRH,RCB,,,,,,
2026-08-02,67,GT,CSK,,,,,,
2026-08-02,68,DC,MI,,,,,,
2026-08-02,69,KKR,PBKS,,,,,,
2026-08-02,70,LSG,RR,,,,,,
2026-08-04,71,,,,,,,,
2026-08-05,72,,,,,,,,
2026-08-07,73,,,,,,,,
2026-08-09,74,,,,,,,,
