match_id,innings,runs,balls,wkts,Eco,win,PP_perf,Middle_perf,Death_perf,bowler,team,team_total
S06M035,2,41,18,1,13.67,0.0,0-16(6),0-12(6),1-13(6),Arshad Khan,DC,3-239 (117)
S06M039,1,24,12,1,12.0,1.0,1-16(6),0-8(6),,Arshad Khan,DC,8-166 (120)
S06M041,1,38,24,3,9.5,0.0,2-7(6),0-22(12),1-9(6),Arshad Khan,DC,6-185 (120)
S06M049,2,37,18,0,12.33,0.0,0-11(6),0-26(12),,Arshad Khan,DC,0-218 (107)
S06M019,2,34,24,2,8.5,1.0,,0-19(12),2-15(12),A Zampa,SRH,6-189 (120)
S06M023,2,36,24,1,9.0,0.0,,0-12(12),1-24(12),A Zampa,SRH,4-185 (110)
S06M030,2,24,24,2,6.0,1.0,,1-12(12),1-12(12),A Zampa,SRH,5-184 (120)
S06M032,2,34,24,2,8.5,1.0,,0-14(12),2-20(12),A Zampa,SRH,6-196 (120)
S06M046,1,31,24,3,7.75,0.0,0-7(6),2-12(12),1-12(6),A Zampa,SRH,7-187 (120)
S06M019,1,16,24,4,4.0,0.0,1-2(6),,3-14(18),Imran Tahir,CSK,10-190 (120)
S06M022,1,16,16,3,6.0,1.0,2-11(12),,1-5(4),Imran Tahir,CSK,10-90 (100)
S06M028,2,40,24,2,10.0,1.0,0-20(6),2-20(18),,Imran Tahir,CSK,10-196 (109)
S06M031,1,44,24,1,11.0,0.0,0-21(12),,1-23(12),Imran Tahir,CSK,4-218 (120)
S06M045,1,47,24,0,11.75,0.0,0-21(12),,0-26(12),Imran Tahir,CSK,6-218 (120)
S06M003,2,21,18,2,7.0,1.0,,2-21(18),,SP Narine,KKR,10-158 (119)
S06M013,1,28,18,3,9.33,0.5,,3-28(18),,SP Narine,KKR,10-133 (105)
S06M018,1,40,24,1,10.0,0.0,,1-40(24),,SP Narine,KKR,6-193 (120)
S06M025,2,36,24,2,9.0,1.0,,2-36(24),,SP Narine,KKR,9-181 (120)
S06M032,1,43,24,0,10.75,0.0,,0-43(24),,SP Narine,KKR,4-222 (120)
S06M037,2,44,24,0,11.0,1.0,,0-44(24),,SP Narine,KKR,1-221 (120)
S06M047,2,35,24,2,8.75,1.0,,2-35(24),,SP Narine,KKR,9-172 (120)
S06M009,2,35,19,2,11.05,0.0,0-10(6),0-1(0),2-24(13),LS Livingstone,KKR,8-178 (115)
S06M018,1,39,24,4,9.75,0.0,2-21(12),,2-18(12),LS Livingstone,KKR,6-193 (120)
S06M032,1,65,24,1,16.25,0.0,0-36(12),,1-29(12),LS Livingstone,KKR,4-222 (120)
S06M037,2,50,24,1,12.5,1.0,1-26(12),,0-24(12),LS Livingstone,KKR,1-221 (120)
S06M047,2,23,24,2,5.75,1.0,1-12(12),0-7(6),1-4(6),LS Livingstone,KKR,9-172 (120)
S06M009,1,36,24,2,9.0,1.0,,1-29(18),1-7(6),CV Varun,PBKS,8-177 (120)
S06M013,2,35,24,1,8.75,0.5,0-13(6),0-17(12),1-5(6),CV Varun,PBKS,10-133 (107)
S06M020,2,40,24,2,10.0,1.0,0-11(6),1-23(12),1-6(6),CV Varun,PBKS,9-145 (120)
S06M022,2,20,18,0,6.67,0.0,0-7(6),0-13(12),,CV Varun,PBKS,5-92 (71)
S06M026,2,44,24,1,11.0,0.0,0-12(6),0-24(12),1-8(6),CV Varun,PBKS,5-189 (105)
S06M043,1,29,24,2,7.25,0.0,0-6(6),1-16(12),1-7(6),CV Varun,PBKS,6-208 (120)
S06M046,2,24,18,1,8.0,1.0,0-9(6),0-8(6),1-7(6),CV Varun,PBKS,10-156 (114)
S06M001,1,56,24,2,14.0,0.0,0-9(6),2-22(12),0-25(6),JG Bethell,RR,6-189 (120)
S06M007,2,38,24,1,9.5,1.0,1-16(12),0-22(12),,JG Bethell,RR,8-190 (120)
S06M012,2,34,18,2,11.33,0.0,,0-11(6),2-23(12),JG Bethell,RR,7-205 (119)
S06M020,1,27,12,0,13.5,0.0,,0-6(6),0-21(6),JG Bethell,RR,6-170 (120)
S06M025,1,49,24,0,12.25,0.0,0-21(12),0-28(12),,JG Bethell,RR,4-187 (120)
S06M027,2,7,6,1,7.0,0.0,,1-7(6),,JG Bethell,RR,8-206 (120)
S06M033,2,33,18,2,11.0,0.0,2-20(12),0-13(6),,JG Bethell,RR,9-155 (109)
S06M044,1,46,24,1,11.5,0.5,0-27(12),1-19(12),,JG Bethell,RR,10-168 (105)
S06M049,1,28,18,0,9.33,1.0,0-16(12),0-12(6),,JG Bethell,RR,5-217 (120)
S06M017,2,38,24,1,9.5,1.0,,1-26(18),0-12(6),H Ssenyondo,LSG,7-172 (120)
S06M030,1,25,24,1,6.25,0.0,,1-18(18),0-7(6),H Ssenyondo,LSG,9-202 (120)
S06M033,1,17,24,3,4.25,1.0,,3-16(18),0-1(6),H Ssenyondo,LSG,9-154 (120)
S06M050,1,20,24,3,5.0,1.0,,1-8(12),2-12(12),H Ssenyondo,LSG,7-201 (120)
S06M025,2,39,24,2,9.75,1.0,0-29(12),,2-10(12),MA Starc,KKR,9-181 (120)
S06M029,2,16,12,4,8.0,1.0,4-16(12),,,MA Starc,KKR,10-76 (70)
S06M044,2,15,24,2,3.75,0.5,1-14(12),,1-1(12),MA Starc,KKR,10-168 (117)
S06M001,1,10,24,2,2.5,0.0,1-3(12),,1-7(12),A Nagwaswalla,RR,6-189 (120)
S06M007,2,42,24,1,10.5,1.0,0-22(12),,1-20(12),A Nagwaswalla,RR,8-190 (120)
S06M025,1,38,24,1,9.5,0.0,0-22(12),,1-16(12),A Nagwaswalla,RR,4-187 (120)
S06M027,2,58,24,1,14.5,0.0,0-32(12),,1-26(12),A Nagwaswalla,RR,8-206 (120)
S06M038,1,34,24,1,8.5,1.0,0-25(12),,1-9(12),A Nagwaswalla,RR,7-167 (120)
S06M044,1,15,18,2,5.0,0.5,0-5(6),1-2(6),1-8(6),A Nagwaswalla,RR,10-168 (105)
S06M049,1,40,24,0,10.0,1.0,0-27(12),0-6(6),0-7(6),A Nagwaswalla,RR,5-217 (120)
S06M001,2,23,24,4,5.75,1.0,1-5(12),,3-18(12),JC Archer,LSG,10-186 (120)
S06M006,2,44,24,0,11.0,0.0,0-22(12),,0-22(12),JC Archer,LSG,3-210 (114)
S06M014,2,18,12,0,9.0,1.0,0-18(12),,,JC Archer,LSG,10-131 (91)
S06M017,2,42,24,1,10.5,1.0,0-26(12),0-7(6),1-9(6),JC Archer,LSG,7-172 (120)
S06M021,2,45,24,1,11.25,1.0,1-11(12),,0-34(12),JC Archer,LSG,6-225 (120)
S06M036,1,42,24,1,10.5,0.0,0-19(12),,1-23(12),JC Archer,LSG,5-234 (120)
S06M041,2,33,20,1,9.9,1.0,0-23(12),,1-10(8),JC Archer,LSG,10-183 (116)
S06M019,2,42,18,2,14.0,1.0,,1-5(6),1-37(12),KA Maharaj,SRH,6-189 (120)
S06M023,2,30,14,2,12.86,0.0,,1-12(6),1-18(8),KA Maharaj,SRH,4-185 (110)
S06M030,2,30,24,2,7.5,1.0,1-2(6),0-5(6),1-23(12),KA Maharaj,SRH,5-184 (120)
S06M032,2,41,24,1,10.25,1.0,1-0(6),0-9(6),0-32(12),KA Maharaj,SRH,6-196 (120)
S06M046,1,32,24,1,8.0,0.0,0-20(12),0-5(6),1-7(6),KA Maharaj,SRH,7-187 (120)
S06M001,2,36,24,1,9.0,1.0,,1-25(18),0-11(6),Shahbaz Ahmed,LSG,10-186 (120)
S06M006,2,46,24,1,11.5,0.0,,0-33(18),1-13(6),Shahbaz Ahmed,LSG,3-210 (114)
S06M017,2,39,24,2,9.75,1.0,,2-31(18),0-8(6),Shahbaz Ahmed,LSG,7-172 (120)
S06M021,2,39,24,1,9.75,1.0,,0-31(18),1-8(6),Shahbaz Ahmed,LSG,6-225 (120)
S06M030,1,38,18,2,12.67,0.0,,1-27(12),1-11(6),Shahbaz Ahmed,LSG,9-202 (120)
S06M033,1,17,18,0,5.67,1.0,,0-12(12),0-5(6),Shahbaz Ahmed,LSG,9-154 (120)
S06M036,1,50,18,1,16.67,0.0,,0-37(12),1-13(6),Shahbaz Ahmed,LSG,5-234 (120)
S06M003,2,16,12,0,8.0,1.0,,0-16(12),,YK Pathan,KKR,10-158 (119)
S06M009,2,29,24,1,7.25,0.0,,1-29(24),,YK Pathan,KKR,8-178 (115)
S06M013,1,7,12,1,3.5,0.5,,1-7(12),,YK Pathan,KKR,10-133 (105)
S06M018,1,41,24,0,10.25,0.0,,0-41(24),,YK Pathan,KKR,6-193 (120)
S06M025,2,8,12,1,4.0,1.0,,1-8(12),,YK Pathan,KKR,9-181 (120)
S06M029,2,15,12,0,7.5,1.0,,0-15(12),,YK Pathan,KKR,10-76 (70)
S06M032,1,24,24,1,6.0,0.0,,1-24(24),,YK Pathan,KKR,4-222 (120)
S06M037,2,34,24,0,8.5,1.0,,0-34(24),,YK Pathan,KKR,1-221 (120)
S06M044,2,46,24,1,11.5,0.5,,1-46(24),,YK Pathan,KKR,10-168 (117)
S06M047,2,34,24,2,8.5,1.0,,2-34(24),,YK Pathan,KKR,9-172 (120)
S06M010,1,43,24,2,10.75,1.0,0-7(6),1-25(12),1-11(6),Tanay Thyagarajan,RCB,8-188 (120)
S06M016,1,32,24,1,8.0,1.0,1-2(6),0-16(12),0-14(6),Tanay Thyagarajan,RCB,8-205 (120)
S06M026,1,34,24,1,8.5,1.0,0-16(6),1-11(12),0-7(6),Tanay Thyagarajan,RCB,5-187 (120)
S06M034,1,30,24,2,7.5,0.0,,2-16(18),0-14(6),Tanay Thyagarajan,RCB,5-238 (120)
S06M047,1,25,24,1,6.25,0.0,0-3(6),1-18(12),0-4(6),Tanay Thyagarajan,RCB,8-176 (120)
S06M003,2,22,18,0,7.33,1.0,,0-22(18),,C Green,KKR,10-158 (119)
S06M009,2,48,24,1,12.0,0.0,,1-48(24),,C Green,KKR,8-178 (115)
S06M013,1,21,18,1,7.0,0.5,,1-21(18),,C Green,KKR,10-133 (105)
S06M025,2,18,12,0,9.0,1.0,,0-18(12),,C Green,KKR,9-181 (120)
S06M029,2,17,16,3,6.38,1.0,,3-17(16),,C Green,KKR,10-76 (70)
S06M044,2,39,24,2,9.75,0.5,,2-39(24),,C Green,KKR,10-168 (117)
S06M002,1,43,24,0,10.75,0.0,,0-16(12),0-27(12),JJ Bumrah,DC,4-224 (120)
S06M011,1,34,24,1,8.5,0.0,,0-11(6),1-23(18),JJ Bumrah,DC,8-201 (120)
S06M027,1,23,18,0,7.67,1.0,,0-5(6),0-18(12),JJ Bumrah,DC,7-205 (120)
S06M035,2,48,24,1,12.0,0.0,0-8(6),0-7(6),1-33(12),JJ Bumrah,DC,3-239 (117)
S06M039,1,29,24,4,7.25,1.0,0-9(6),2-11(6),2-9(12),JJ Bumrah,DC,8-166 (120)
S06M041,1,30,24,1,7.5,0.0,0-5(6),0-4(6),1-21(12),JJ Bumrah,DC,6-185 (120)
S06M049,2,36,18,0,12.0,0.0,0-13(6),0-8(6),0-15(6),JJ Bumrah,DC,0-218 (107)
S06M005,1,36,24,1,9.0,1.0,,1-28(18),0-8(6),Ravi Teja,RCB,3-223 (120)
S06M014,1,32,24,2,8.0,0.0,,2-22(12),0-10(12),Ravi Teja,RCB,5-210 (120)
S06M024,2,19,19,1,6.0,0.0,,0-12(12),1-7(7),Ravi Teja,RCB,4-214 (115)
S06M034,1,47,24,1,11.75,0.0,,0-27(12),1-20(12),Ravi Teja,RCB,5-238 (120)
S06M040,2,15,12,1,7.5,1.0,,1-15(12),,Ravi Teja,RCB,10-107 (78)
S06M045,2,49,24,1,12.25,1.0,,1-20(12),0-29(12),Ravi Teja,RCB,5-211 (120)
S06M004,1,37,24,0,9.25,0.0,0-8(6),0-20(12),0-9(6),Ravi Bishnoi,GT,4-195 (120)
S06M010,2,28,23,2,7.3,0.0,,1-23(18),1-5(5),Ravi Bishnoi,GT,7-189 (113)
S06M012,1,43,24,1,10.75,1.0,,0-19(12),1-24(12),Ravi Bishnoi,GT,5-200 (120)
S06M042,2,41,24,3,10.25,1.0,,2-31(18),1-10(6),Ravi Bishnoi,GT,7-225 (120)
S06M050,2,44,24,1,11.0,0.0,0-9(6),0-29(12),1-6(6),Ravi Bishnoi,GT,9-202 (116)
S06M005,1,34,24,1,8.5,1.0,,1-34(24),,RR Patel,RCB,3-223 (120)
S06M010,1,39,24,2,9.75,1.0,1-10(6),1-29(18),,RR Patel,RCB,8-188 (120)
S06M016,1,44,24,3,11.0,1.0,1-16(6),2-28(18),,RR Patel,RCB,8-205 (120)
S06M024,2,34,24,0,8.5,0.0,,0-34(24),,RR Patel,RCB,4-214 (115)
S06M026,1,37,24,0,9.25,1.0,0-7(6),0-30(18),,RR Patel,RCB,5-187 (120)
S06M034,1,59,24,0,14.75,0.0,0-21(6),0-17(12),0-21(6),RR Patel,RCB,5-238 (120)
S06M047,1,31,24,1,7.75,0.0,0-10(6),1-21(18),,RR Patel,RCB,8-176 (120)
S06M005,2,37,24,0,9.25,0.0,,0-31(18),0-6(6),R Sai Kishore,MI,5-225 (120)
S06M008,1,44,24,2,11.0,1.0,,1-37(18),1-7(6),R Sai Kishore,MI,8-173 (120)
S06M015,1,33,24,1,8.25,1.0,,1-16(18),0-17(6),R Sai Kishore,MI,5-217 (120)
S06M018,2,47,24,2,11.75,1.0,,1-40(18),1-7(6),R Sai Kishore,MI,9-179 (120)
S06M021,1,45,24,1,11.25,0.0,,1-29(18),0-16(6),R Sai Kishore,MI,1-228 (120)
