player,team,points_bat,points_ball,total_points,num_POTM_awards
Jay Gohil,MI,176.4232625368732,0.0,176.4232625368732,0
A Nortje,RCB,0.0,175.1569053913645,175.1569053913645,0
M Prasidh Krishna,DC,0.0,173.6786018735363,173.6786018735363,0
Ramandeep Singh,LSG,168.8710658436214,0.0,168.8710658436214,0
FH Allen,MI,168.3457058823529,0.0,168.3457058823529,0
CV Varun,PBKS,0.0,163.3564444244663,163.3564444244663,0
PJ Cummins,PBKS,93.57550069735008,66.27215845526028,159.8476591526104,0
AS Roy,LSG,73.18038461538461,85.59986483390608,158.7802494492907,0
KH Pandya,SRH,0.0,150.5254475012441,150.5254475012441,0
Nithish Kumar Reddy,GT,149.9751029207232,0.0,149.9751029207232,0
Dhruv Jurel,LSG,149.1629808102346,0.0,149.1629808102346,0
BJ McMullen,DC,148.5656109510086,0.0,148.5656109510086,0
M Siddharth,CSK,0.0,148.181012345679,148.181012345679,0
Mohammed Shami,PBKS,0.0,147.2799544428484,147.2799544428484,0
A Kamboj,RR,0.0,144.6508074201811,144.6508074201811,0
Tanush Kotian,SRH,0.0,143.7936004546746,143.7936004546746,0
Sandeep Sharma,RR,0.0,143.5724372432809,143.5724372432809,0
Sameer Rizvi,LSG,142.1910122850122,0.0,142.1910122850122,0
Ravi Bishnoi,PBKS,0.0,140.801943319838,140.801943319838,0
Naveen-ul-Haq,SRH,0.0,139.2085219214497,139.2085219214497,0
HV Patel,PBKS,0.0,138.8153660375912,138.8153660375912,0
M Theekshana,MI,-4.435000000000002,139.7040816326531,135.2690816326531,0
MS Dhoni,CSK,134.8379752704791,0.0,134.8379752704791,0
Akash Deep,SRH,0.0,134.3716066843954,134.3716066843954,0
GF Linde,RR,0.0,132.5728152499847,132.5728152499847,0
Jagjit Singh,CSK,0.0,131.4394673937742,131.4394673937742,0
RA Bawa,KKR,129.787012987013,0.0,129.787012987013,0
NT Ellis,LSG,0.0,127.7270408850409,127.7270408850409,0
SS Ghosh,MI,0.0,127.38490318672,127.38490318672,1
M Jansen,GT,0.0,126.3815789473684,126.3815789473684,0
K Rabada,MI,0.0,123.3863434343434,123.3863434343434,0
MK Lomror,SRH,122.0425762711864,0.0,122.0425762711864,0
C Sakariya,SRH,0.0,119.2400546319928,119.2400546319928,0
DJ Hooda,GT,118.2957058823529,0.0,118.2957058823529,0
GD Phillips,RR,0.0,115.2595757575757,115.2595757575757,0
R Tewatia,SRH,0.0,110.3843218390805,110.3843218390805,0
Mukesh Kumar,GT,0.0,109.9166666666667,109.9166666666667,0
D Brevis,PBKS,109.8728571428571,0.0,109.8728571428571,0
PWH de Silva,DC,0.0,109.7592785210245,109.7592785210245,0
YS Chahal,RCB,0.0,109.4261954261954,109.4261954261954,0
V Nigam,GT,0.0,108.3024985861107,108.3024985861107,0
SZ Mulani,MI,0.0,105.4830445859873,105.4830445859873,0
PP Chawla,RR,0.0,104.6072592592593,104.6072592592593,0
Yash Dayal,LSG,0.0,102.245593321748,102.245593321748,0
Cheepurapalli Stephen,DC,0.0,99.6787970844722,99.6787970844722,0
JD Unadkat,RR,0.0,98.4981750245821,98.4981750245821,0
Anmolpreet Singh,CSK,96.21371125265392,0.0,96.21371125265392,0
Mohammed Siraj,RCB,0.0,94.79429689608637,94.79429689608637,0
SN Thakur,DC,0.0,93.05745674837982,93.05745674837982,0
MA Agarwal,KKR,85.58366666666667,0.0,85.58366666666667,0
Azmatullah Omarzai,RR,0.0,84.34688940824529,84.34688940824529,0
Arslan Khan,MI,83.5626381156317,0.0,83.5626381156317,0
Suyash Sharma,MI,0.0,83.49025801089667,83.49025801089667,0
VG Arora,KKR,0.0,80.76029508196721,80.76029508196721,0
Imran Tahir,MI,0.0,80.59042424242425,80.59042424242425,0
KK Ahmed,GT,0.0,80.44822115049722,80.44822115049722,0
TH David,LSG,80.23163081695967,0.0,80.23163081695967,0
Yash Thakur,PBKS,0.0,79.82977777777778,79.82977777777778,0
MK Pandey,KKR,77.51405680600215,0.0,77.51405680600215,0
LH Ferguson,GT,0.0,76.05979597409592,76.05979597409592,0
DA Miller,RR,75.95196078431374,0.0,75.95196078431374,0
S Gopal,DC,0.0,75.26246981930026,75.26246981930026,0
Abdul Samad,LSG,72.91699999999999,0.0,72.91699999999999,0
T Natarajan,CSK,0.0,72.44759225092251,72.44759225092251,0
TU Deshpande,RR,0.0,71.9384761904762,71.9384761904762,0
RD Chahar,RCB,0.0,71.25815569709837,71.25815569709837,0
DA Warner,DC,69.33560606060607,0.0,69.33560606060607,0
Noor Ahmad,KKR,0.0,66.38086252354049,66.38086252354049,0
Mohammad Ghazanfar,CSK,0.0,61.2394149659864,61.2394149659864,0
RA Tripathi,PBKS,59.59904878048781,0.0,59.59904878048781,0
Avesh Khan,PBKS,0.0,59.00549984232104,59.00549984232104,0
J Overton,KKR,0.0,58.129670995671,58.129670995671,0
IC Porel,SRH,0.0,54.67493997965412,54.67493997965412,0
JG Bethell,SRH,0.0,54.63193197278912,54.63193197278912,0
RR Pant,RR,53.83107692307693,0.0,53.83107692307693,0
DL Chahar,DC,0.0,47.77370975056689,47.77370975056689,0
MJ Suthar,LSG,0.0,46.64301039501039,46.64301039501039,0
MM Ali,RCB,0.0,41.30441025641026,41.30441025641026,0
Harshit Rana,SRH,0.0,35.83423688663282,35.83423688663282,0
KD Karthik,CSK,16.94532991318075,0.0,16.94532991318075,0
Aryan Juyal,LSG,16.37671428571428,0.0,16.37671428571428,0
A Badoni,SRH,0.0,0.0,0.0,0
RS Hangargekar,MI,0.0,0.0,0.0,0
N Burger,PBKS,0.0,0.0,0.0,0
Umran Malik,RCB,0.0,0.0,0.0,0
K Kartikeya,GT,0.0,0.0,0.0,0
V Kaverappa,SRH,0.0,0.0,0.0,0
YV Dhull,LSG,0.0,0.0,0.0,0
Pardeep Yadav,MI,0.0,0.0,0.0,0
M Shahrukh Khan,KKR,0.0,0.0,0.0,0
Salman Nizar,MI,0.0,0.0,0.0,0
N Wadhera,RR,0.0,0.0,0.0,0
SK Rasheed,PBKS,0.0,0.0,0.0,0
R Ahir,MI,0.0,0.0,0.0,0
D Ferreira,SRH,0.0,0.0,0.0,0
Vaibhav Suryavanshi,PBKS,0.0,0.0,0.0,0
JE Root,GT,0.0,0.0,0.0,0
D Padikkal,KKR,0.0,0.0,0.0,0
RK Bhui,RCB,0.0,0.0,0.0,0
SE Rutherford,LSG,0.0,0.0,0.0,0
MJ Santner,PBKS,0.0,0.0,0.0,0
SO Hetmyer,RCB,0.0,0.0,0.0,0
PN Mankad,SRH,0.0,0.0,0.0,0
Bhanu Pania,MI,0.0,0.0,0.0,0
Ayush Mhatre,KKR,0.0,0.0,0.0,0
SB Dubey,GT,0.0,0.0,0.0,0
DG Nalkande,RCB,0.0,0.0,0.0,0
KV Sharma,MI,0.0,0.0,0.0,0
