Date,Match_Num,Home,Away,Winner,POTM_performance,Top_Scorer,Top_Bowler,Match_Report,Match_Rating
2025-04-14,20,RR,LSG,RR,Shubman Gill (LSG) -> 101* off 63,Shubman Gill (LSG) -> 101* off 63,Shahbaz Ahmed (LSG) -> 4-33 (4.0),RR 178-8 (19.1) beat LSG 174-6 (20.0) by 2 wickets!,8.1/10
2025-04-15,21,PBKS,RCB,RCB,Mujeeb Ur Rahman (RCB) -> 3-17 (4.0),RD Gaikwad (RCB) -> 63 off 40,Mujeeb Ur Rahman (RCB) -> 3-17 (4.0),RCB 173-3 (18.4) beat PBKS 169-8 (20.0) by 7 wickets!,5.6/10
2025-04-15,22,SRH,CSK,SRH,BM Duckett (SRH) -> 82* off 52,BM Duckett (SRH) -> 82* off 52,Kuldeep Yadav (SRH) -> 3-24 (4.0),SRH 174-1 (20.0) beat CSK 167-9 (20.0) by 7 runs!,8.2/10
2025-04-16,23,GT,MI,MI,Naman Dhir (GT) -> 85* off 46,Naman Dhir (GT) -> 85* off 46,Rashid Khan (GT) -> 2-40 (4.0),MI 196-4 (19.5) beat GT 194-1 (20.0) by 6 wickets!,7.9/10
2025-04-16,24,LSG,DC,LSG,SS Iyer (LSG) -> 95 off 55,SS Iyer (LSG) -> 95 off 55,Yash Dayal (LSG) -> 2-32 (4.0),LSG 180-3 (18.5) beat DC 179-4 (20.0) by 7 wickets!,6.7/10
2025-04-17,25,KKR,RR,RR,GJ Maxwell (RR) -> 83* off 45 ; 0-42 (4.0),GJ Maxwell (RR) -> 83* off 45,Swapnil Singh (RR) -> 2-24 (4.0),RR 182-4 (17.1) beat KKR 181-6 (20.0) by 6 wickets!,6.4/10
2025-04-17,26,SRH,RCB,SRH,AK Markram (SRH) -> 34* off 19 ; 4-28 (4.0),KL Rahul (SRH) -> 62* off 49,AK Markram (SRH) -> 4-28 (4.0),SRH 188-3 (20.0) beat RCB 134-10 (17.5) by 54 runs!,4.3/10
2025-04-18,27,CSK,PBKS,CSK,Q de Kock (PBKS) -> 74 off 47,Q de Kock (PBKS) -> 74 off 47,MP Yadav (CSK) -> 2-26 (4.0),CSK 205-4 (20.0) beat PBKS 198-5 (20.0) by 7 runs!,7.7/10
2025-04-18,28,DC,GT,DC,SV Samson (GT) -> 94 off 50,SV Samson (GT) -> 94 off 50,Mohammad Nabi (GT) -> 3-30 (4.0),DC 234-6 (20.0) beat GT 232-3 (20.0) by 2 runs!,10.0/10
2025-04-19,29,MI,LSG,MI,SS Iyer (LSG) -> 75* off 46,SS Iyer (LSG) -> 75* off 46,JC Archer (LSG) -> 3-35 (4.0),MI 192-6 (20.0) beat LSG 191-3 (20.0) by 4 wickets!,9.4/10
2025-04-19,30,SRH,KKR,SRH,BM Duckett (SRH) -> 110 off 55,BM Duckett (SRH) -> 110 off 55,A Zampa (SRH) -> 2-31 (3.3),SRH 218-3 (20.0) beat KKR 198-10 (19.3) by 20 runs!,6.7/10
2025-04-20,31,RR,RCB,RR,GJ Maxwell (RR) -> 87* off 44 ; 1-45 (4.0),GJ Maxwell (RR) -> 87* off 44,Swapnil Singh (RR) -> 2-46 (4.0),RR 223-3 (19.3) beat RCB 221-4 (20.0) by 7 wickets!,9.0/10
2025-04-20,32,GT,CSK,GT,Naman Dhir (GT) -> 68* off 40,Naman Dhir (GT) -> 68* off 40,R Sai Kishore (GT) -> 1-22 (4.0),GT 186-3 (19.3) beat CSK 184-4 (20.0) by 7 wickets!,6.4/10
2025-04-21,33,DC,PBKS,DC,SA Yadav (DC) -> 74* off 47,SA Yadav (DC) -> 74* off 47,MR Marsh (DC) -> 3-26 (4.0),DC 183-5 (19.3) beat PBKS 179-8 (20.0) by 5 wickets!,8.1/10
2025-04-21,34,SRH,MI,MI,N Pooran (MI) -> 92* off 60,N Pooran (MI) -> 92* off 60,HH Pandya (MI) -> 1-11 (1.0),MI 189-2 (20.0) beat SRH 175-5 (20.0) by 14 runs!,6.9/10
2025-04-22,35,KKR,LSG,KKR,MA Starc (KKR) -> 4-34 (3.3),R Powell (KKR) -> 60* off 30,MA Starc (KKR) -> 4-34 (3.3),KKR 152-5 (18.5) beat LSG 151-10 (19.3) by 5 wickets!,6.6/10
2025-04-22,36,CSK,RR,CSK,MP Yadav (CSK) -> 4-37 (4.0),F du Plessis (CSK) -> 61* off 49,MP Yadav (CSK) -> 4-37 (4.0),CSK 191-2 (20.0) beat RR 181-6 (20.0) by 10 runs!,8.2/10
2025-04-23,37,RCB,GT,GT,Rasikh Salam (GT) -> 4-25 (2.4),DP Conway (GT) -> 53 off 34,Rasikh Salam (GT) -> 4-25 (2.4),GT 149-5 (16.2) beat RCB 148-10 (17.4) by 5 wickets!,4.8/10
2025-04-23,38,PBKS,SRH,SRH,LS Livingstone (SRH) -> 3-12 (1.5),KL Rahul (SRH) -> 52* off 36,LS Livingstone (SRH) -> 3-12 (1.5),SRH 167-2 (20.0) beat PBKS 166-10 (19.5) by 1 run!,8.3/10
2025-04-24,39,MI,DC,DC,SA Yadav (DC) -> 78* off 42,SA Yadav (DC) -> 78* off 42,K Rabada (MI) -> 3-24 (4.0),DC 189-5 (20.0) beat MI 181-6 (20.0) by 8 runs!,8.2/10
2025-04-24,40,CSK,KKR,CSK,F du Plessis (CSK) -> 107 off 66,F du Plessis (CSK) -> 107 off 66,Jagjit Singh (CSK) -> 2-33 (4.0),CSK 203-3 (20.0) beat KKR 188-5 (20.0) by 15 runs!,7.2/10
2025-04-25,41,PBKS,RR,PBKS,GJ Maxwell (RR) -> 35 off 30 ; 2-42 (4.0),D Brevis (PBKS) -> 61 off 48,Washington Sundar (PBKS) -> 3-32 (4.0),PBKS 183-4 (20.0) beat RR 151-8 (20.0) by 32 runs!,5.1/10
2025-04-25,42,LSG,RCB,RCB,SP Narine (LSG) -> 66 off 48 ; 1-41 (4.0),PD Salt (RCB) -> 69 off 40,Arshdeep Singh (LSG) -> 3-30 (4.0),RCB 191-6 (20.0) beat LSG 190-3 (20.0) by 1 run!,9.7/10
2025-04-26,43,GT,DC,DC,SV Samson (GT) -> 73 off 46,SV Samson (GT) -> 73 off 46,Mustafizur Rahman (DC) -> 2-30 (3.0),DC 196-7 (19.2) beat GT 193-5 (20.0) by 3 wickets!,8.4/10
2025-04-26,44,MI,CSK,MI,Abhishek Sharma (MI) -> 80* off 44,Abhishek Sharma (MI) -> 80* off 44,TA Boult (MI) -> 3-19 (4.0),MI 160-1 (15.0) beat CSK 159-9 (20.0) by 9 wickets!,6.1/10
2025-04-27,45,RR,SRH,RR,GJ Maxwell (RR) -> 82 off 40 ; 2-45 (4.0),GJ Maxwell (RR) -> 82 off 40,Swapnil Singh (RR) -> 3-38 (4.0),RR 209-6 (20.0) beat SRH 204-7 (20.0) by 5 runs!,9.1/10
2025-04-27,46,KKR,RCB,RCB,J Fraser-McGurk (RCB) -> 90 off 45,J Fraser-McGurk (RCB) -> 90 off 45,Mohsin Khan (RCB) -> 4-20 (3.3),RCB 216-4 (20.0) beat KKR 146-10 (18.3) by 70 runs!,4.8/10
2025-04-28,47,LSG,MI,LSG,Abhishek Sharma (MI) -> 52 off 29 ; 2-39 (4.0),SS Iyer (LSG) -> 58 off 29,V Puthur (LSG) -> 2-27 (3.0),LSG 202-4 (20.0) beat MI 180-8 (20.0) by 22 runs!,5.4/10
2025-04-28,48,CSK,GT,CSK,Fazalhaq Farooqi (CSK) -> 5-23 (4.0),TM Head (CSK) -> 67 off 49,Fazalhaq Farooqi (CSK) -> 5-23 (4.0),CSK 177-6 (20.0) beat GT 156-8 (20.0) by 21 runs!,5.4/10
2025-04-29,49,RR,PBKS,PBKS,Shakib Al Hasan (PBKS) -> 13* off 5 ; 3-28 (4.0),RM Patidar (RR) -> 53 off 41,Shakib Al Hasan (PBKS) -> 3-28 (4.0),PBKS 170-6 (17.5) beat RR 169-8 (20.0) by 4 wickets!,6.4/10
2025-04-29,50,DC,KKR,DC,AM Rahane (KKR) -> 102* off 67,AM Rahane (KKR) -> 102* off 67,DS Rathi (KKR) -> 3-24 (4.0),DC 177-8 (19.5) beat KKR 174-5 (20.0) by 2 wickets!,6.8/10
2025-04-30,51,LSG,SRH,SRH,AK Markram (SRH) -> 12 off 5 ; 3-41 (4.0),KL Rahul (SRH) -> 47* off 23,A Zampa (SRH) -> 3-29 (4.0),SRH 185-7 (20.0) beat LSG 174-10 (19.2) by 11 runs!,5.5/10
2025-04-30,52,GT,RCB,GT,RD Gaikwad (RCB) -> 94 off 55,RD Gaikwad (RCB) -> 94 off 55,Mohammad Nabi (GT) -> 2-42 (4.0),GT 196-2 (19.5) beat RCB 195-4 (20.0) by 8 wickets!,8.5/10
2025-05-01,53,CSK,MI,CSK,RR Rossouw (MI) -> 86* off 50,TM Head (CSK) -> 88* off 60,TA Boult (MI) -> 2-19 (3.5),CSK 169-3 (18.5) beat MI 165-6 (20.0) by 7 wickets!,7.1/10
2025-05-01,54,DC,RR,RR,GJ Maxwell (RR) -> 130* off 64 ; 1-36 (4.0),GJ Maxwell (RR) -> 130* off 64,Mustafizur Rahman (DC) -> 2-36 (4.0),RR 229-3 (18.1) beat DC 228-4 (20.0) by 7 wickets!,8.0/10
2025-05-02,55,RCB,KKR,KKR,RK Singh (RCB) -> 60* off 37,RK Singh (RCB) -> 60* off 37,M Pathirana (RCB) -> 2-33 (4.0),KKR 189-5 (19.1) beat RCB 188-4 (20.0) by 5 wickets!,8.4/10
2025-05-02,56,PBKS,GT,GT,DP Conway (GT) -> 72 off 47,DP Conway (GT) -> 72 off 47,V Nigam (GT) -> 3-32 (3.4),GT 166-4 (17.0) beat PBKS 162-10 (17.4) by 6 wickets!,7.2/10
2025-05-03,57,SRH,LSG,SRH,SP Narine (LSG) -> 91 off 41 ; 1-39 (4.0),SP Narine (LSG) -> 91 off 41,AK Markram (SRH) -> 3-46 (4.0),SRH 206-3 (19.0) beat LSG 205-6 (20.0) by 7 wickets!,8.4/10
2025-05-03,58,DC,MI,MI,SA Yadav (DC) -> 92* off 49,PP Shaw (MI) -> 93* off 59,M Theekshana (MI) -> 3-41 (4.0),MI 208-4 (20.0) beat DC 207-4 (20.0) by 1 run!,9.1/10
2025-05-04,59,RR,GT,GT,JP Inglis (GT) -> 59* off 28,SV Samson (GT) -> 60 off 36,Rashid Khan (GT) -> 3-36 (4.0),GT 201-4 (20.0) beat RR 191-9 (20.0) by 10 runs!,7.9/10
2025-05-04,60,KKR,CSK,CSK,Tilak Varma (CSK) -> 72* off 35,AM Rahane (KKR) -> 76* off 49,Fazalhaq Farooqi (CSK) -> 2-32 (4.0),CSK 199-6 (18.5) beat KKR 196-7 (20.0) by 4 wickets!,7.4/10
2025-05-05,61,LSG,PBKS,LSG,Washington Sundar (PBKS) -> 49 off 37 ; 1-37 (4.0),SS Iyer (LSG) -> 50 off 34,JC Archer (LSG) -> 2-24 (4.0),LSG 158-5 (15.5) beat PBKS 157-8 (20.0) by 5 wickets!,4.3/10
2025-05-05,62,MI,RR,RR,S Dube (RR) -> 87* off 50,S Dube (RR) -> 87* off 50,JR Hazlewood (RR) -> 2-25 (4.0),RR 203-4 (20.0) beat MI 202-5 (20.0) by 1 run!,9.7/10
2025-05-06,63,RCB,PBKS,RCB,Washington Sundar (PBKS) -> 57* off 31 ; 1-25 (3.0),RD Gaikwad (RCB) -> 81* off 55,M Pathirana (RCB) -> 3-38 (4.0),RCB 187-4 (19.0) beat PBKS 184-5 (20.0) by 6 wickets!,8.4/10
2025-05-06,64,KKR,DC,DC,RA Jadeja (DC) -> 4-23 (4.0),V Kohli (DC) -> 84* off 43,RA Jadeja (DC) -> 4-23 (4.0),DC 209-3 (20.0) beat KKR 141-10 (20.0) by 68 runs!,4.8/10
2025-05-07,65,SRH,RR,SRH,BM Duckett (SRH) -> 90 off 52,BM Duckett (SRH) -> 90 off 52,Naveen-ul-Haq (SRH) -> 1-17 (2.0),SRH 204-2 (20.0) beat RR 196-5 (20.0) by 8 runs!,7.9/10
2025-05-07,66,CSK,LSG,LSG,BA Stokes (LSG) -> 57 off 46 ; 0-31 (4.0),BA Stokes (LSG) -> 57 off 46,Jagjit Singh (CSK) -> 2-33 (3.0),LSG 171-4 (17.2) beat CSK 167-7 (20.0) by 6 wickets!,5.9/10
2025-05-08,67,RCB,MI,MI,JJ Bumrah (MI) -> 3-44 (4.0),J Fraser-McGurk (RCB) -> 60 off 43,JJ Bumrah (MI) -> 3-44 (4.0),MI 194-5 (19.4) beat RCB 190-5 (20.0) by 5 wickets!,8.1/10
2025-05-08,68,DC,SRH,DC,Abishek Porel (DC) -> 73* off 35,Abishek Porel (DC) -> 73* off 35,RA Jadeja (DC) -> 2-49 (4.0),DC 217-2 (20.0) beat SRH 214-5 (20.0) by 3 runs!,8.9/10
2025-05-09,69,GT,LSG,LSG,JC Archer (LSG) -> 5-34 (3.5),SS Iyer (LSG) -> 83 off 42,JC Archer (LSG) -> 5-34 (3.5),LSG 207-5 (18.3) beat GT 203-10 (19.5) by 5 wickets!,7.7/10
2025-05-09,70,KKR,PBKS,KKR,AM Rahane (KKR) -> 73 off 45,AM Rahane (KKR) -> 73 off 45,B Kumar (KKR) -> 2-29 (4.0),KKR 190-4 (20.0) beat PBKS 177-6 (20.0) by 13 runs!,6.6/10
2025-05-10,71,SRH,DC,SRH,AD Russell (DC) -> 43* off 26 ; 2-34 (3.0),KL Rahul (SRH) -> 76 off 50,Kuldeep Yadav (SRH) -> 3-26 (3.5),SRH 185-4 (20.0) beat DC 181-10 (18.5) by 4 runs!,8.6/10
2025-05-11,72,RR,MI,RR,JR Hazlewood (RR) -> 5-26 (4.0),Abhishek Sharma (MI) -> 81 off 40,JR Hazlewood (RR) -> 5-26 (4.0),RR 203-3 (18.5) beat MI 201-10 (19.0) by 7 wickets!,5.6/10
2025-05-12,73,RR,DC,RR,SA Yadav (DC) -> 73* off 42,SA Yadav (DC) -> 73* off 42,Sandeep Sharma (RR) -> 2-33 (3.0),RR 205-3 (20.0) beat DC 204-4 (20.0) by 7 wickets!,9.4/10
2025-05-13,74,SRH,RR,RR,S Dube (RR) -> 84* off 45 ; 1-26 (2.0),S Dube (RR) -> 84* off 45,S Dube (RR) -> 1-26 (2.0),RR 208-3 (20.0) beat SRH 203-4 (20.0) by 5 runs!,9.1/10
